,Id,Id2,Total; Estimate; Workers 16 years and over,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Drove alone","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 2-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 3-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 4-or-more person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Workers per car, truck, or van",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Public transportation (excluding taxicab),Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Walked,Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Bicycle,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Taxicab, motorcycle, or other means",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Worked at home,Total; Estimate; PLACE OF WORK - Worked in state of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence,Total; Estimate; PLACE OF WORK - Worked outside state of residence,Total; Estimate; Living in a place,Total; Estimate; Living in a place - Worked in place of residence,Total; Estimate; Living in a place - Worked outside place of residence,Total; Estimate; Not living in a place,Total; Estimate; Living in 12 selected states,Total; Estimate; Living in 12 selected states - Worked in minor civil division of residence,Total; Estimate; Living in 12 selected states - Worked outside minor civil division of residence,Total; Estimate; Not living in 12 selected states,Total; Estimate; Workers 16 years and over who did not work at home,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.,Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes,Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes,Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes,Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes,Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes,Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes,Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes,Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes,Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available,Total; Estimate; PERCENT IMPUTED - Means of transportation to work,Total; Estimate; PERCENT IMPUTED - Private vehicle occupancy,Total; Estimate; PERCENT IMPUTED - Place of work,Total; Estimate; PERCENT IMPUTED - Time leaving home to go to work,Total; Estimate; PERCENT IMPUTED - Travel time to work,Total; Estimate; PERCENT IMPUTED - Vehicles available,County,Jurisdiction
0,0600000US0600190020,600190020,36909,70.8,61.8,9.0,7.0,1.6,0.5,1.07,15.2,4.2,1.6,1.5,6.6,99.4,67.0,32.5,0.6,100.0,26.3,73.7,0.0,0.0,0.0,0.0,100.0,34459,2.4,3.4,3.0,6.2,7.0,13.1,12.2,17.7,8.2,26.9,9.1,11.6,13.4,13.7,5.6,15.2,8.6,12.8,10.0,28.7,36550,4.0,28.4,42.9,24.6,5.7,6.4,7.7,10.8,7.7,0.5,Alameda,Alameda
1,0600000US0600190200,600190200,62935,45.5,38.4,7.0,4.3,1.9,0.8,1.1,20.7,13.9,8.2,1.4,10.3,99.3,70.2,29.1,0.7,100.0,43.3,56.7,0.0,0.0,0.0,0.0,100.0,56471,1.0,0.9,1.7,3.0,3.8,9.0,12.8,18.3,12.5,37.1,9.1,15.0,16.6,12.5,4.9,15.4,7.3,9.4,9.8,27.4,60925,10.5,36.4,36.5,16.6,6.7,7.1,7.1,11.7,8.3,0.9,Alameda,Berkeley
2,0600000US0600191070,600191070,134730,86.5,75.4,11.1,9.3,1.2,0.6,1.07,7.3,1.3,0.4,1.0,3.4,99.7,52.8,46.9,0.3,100.0,24.7,75.3,0.0,0.0,0.0,0.0,100.0,130167,2.9,2.3,2.9,5.7,6.4,19.0,11.1,15.9,8.0,25.9,7.0,10.6,13.4,12.1,6.1,19.2,10.3,11.0,10.2,29.4,134427,2.3,13.4,43.0,41.3,5.7,7.1,7.1,10.1,7.1,0.7,Alameda,Fremont
3,0600000US0600191260,600191260,167333,84.3,72.7,11.5,8.4,2.0,1.1,1.08,9.1,1.9,0.4,1.1,3.2,99.8,71.3,28.5,0.2,99.0,18.5,80.5,1.0,0.0,0.0,0.0,100.0,161901,5.1,3.6,5.0,8.2,8.0,15.6,11.6,11.5,4.7,26.6,6.8,11.4,14.1,15.0,6.3,16.6,8.4,10.7,10.9,29.0,166799,2.6,18.2,39.8,39.4,6.3,7.6,8.3,11.2,9.0,0.7,Alameda,Hayward
4,0600000US0600191660,600191660,98630,84.5,75.6,8.9,7.3,1.2,0.5,1.06,5.9,2.1,0.8,0.8,5.9,99.6,67.5,32.0,0.4,98.3,33.1,65.2,1.7,0.0,0.0,0.0,100.0,92777,2.9,3.2,4.1,7.6,9.3,14.1,13.9,14.4,7.4,23.1,13.0,14.6,12.2,9.9,4.2,10.3,8.4,13.4,14.2,29.8,98485,1.3,13.5,43.4,41.7,5.7,6.8,6.7,10.6,7.4,0.5,Alameda,Livermore-Pleasanton
5,0600000US0600192230,600192230,192654,66.4,55.3,11.2,7.1,3.1,1.0,1.11,18.1,4.2,2.6,1.8,6.8,99.5,68.0,31.6,0.5,100.0,40.8,59.2,0.0,0.0,0.0,0.0,100.0,179617,2.9,2.4,2.6,6.9,6.3,12.9,12.9,16.2,8.6,28.4,6.7,12.4,16.6,15.2,5.3,16.4,7.8,9.2,10.3,28.3,191595,7.4,33.0,37.7,21.9,6.6,7.8,8.0,12.8,10.5,0.7,Alameda,Oakland
6,0600000US0600391890,600391890,454,68.3,52.2,16.1,13.0,1.5,1.5,1.15,0.0,7.5,0.0,0.0,24.2,67.4,49.8,17.6,32.6,68.3,29.3,39.0,31.7,0.0,0.0,0.0,100.0,344,15.1,0.0,1.5,6.4,11.3,17.4,15.4,10.8,0.9,21.2,23.0,8.4,8.4,9.6,3.8,11.3,31.4,4.1,0.0,23.7,451,5.5,32.4,41.0,21.1,24.0,15.2,11.9,17.2,14.8,0.0,Alpine,Markleeville
7,0600000US0600591410,600591410,3142,88.6,79.2,9.4,9.4,0.0,0.0,1.06,0.4,2.9,0.0,2.5,5.7,100.0,61.2,38.8,0.0,81.4,17.5,63.9,18.6,0.0,0.0,0.0,100.0,2964,10.5,5.6,9.5,7.1,8.2,13.2,10.4,8.7,3.7,23.0,11.4,11.1,15.4,15.9,1.7,10.6,9.0,12.9,12.0,32.3,3136,1.9,13.2,36.0,48.9,3.1,2.1,2.9,5.5,4.8,0.4,Amador,Ione
8,0600000US0600591430,600591430,2376,91.1,84.1,7.0,6.4,0.0,0.7,1.04,0.9,2.7,0.0,0.3,5.0,99.2,85.6,13.7,0.8,75.0,35.4,39.7,25.0,0.0,0.0,0.0,100.0,2257,4.3,7.3,7.7,0.6,9.1,7.7,17.8,15.5,3.4,26.6,39.3,14.2,16.3,9.5,0.9,4.3,0.2,8.9,6.4,19.2,2368,2.1,19.3,38.7,39.9,5.3,6.6,6.2,13.7,7.0,0.0,Amador,Jackson
9,0600000US0600592470,600592470,3245,88.2,79.6,8.7,6.9,1.0,0.8,1.06,1.7,1.3,0.0,1.4,7.5,99.5,70.3,29.2,0.5,65.9,9.0,56.9,34.1,0.0,0.0,0.0,100.0,3002,5.0,7.3,4.7,10.8,13.7,11.1,12.8,7.5,1.1,26.0,13.4,9.3,12.7,11.3,9.5,14.6,6.0,2.2,21.0,32.2,3243,0.2,13.7,46.2,39.9,6.5,7.3,7.6,17.3,14.0,2.4,Amador,Pine Grove-Silver Lake
10,0600000US0600593300,600593300,3299,87.2,81.9,5.3,4.2,1.0,0.1,1.03,0.4,3.4,0.0,1.5,7.5,99.7,65.7,34.0,0.3,48.4,12.0,36.4,51.6,0.0,0.0,0.0,100.0,3053,2.8,2.1,6.4,11.2,14.4,13.7,18.1,5.5,7.4,18.4,13.6,10.3,16.3,8.5,7.5,8.6,5.5,5.7,24.0,33.6,3296,1.4,10.3,31.7,56.6,4.5,5.0,5.4,10.5,9.4,2.1,Amador,Sutter Creek-Plymouth
11,0600000US0600790230,600790230,1167,87.9,75.6,12.3,10.5,1.9,0.0,1.08,0.0,2.5,1.1,0.0,8.5,100.0,78.8,21.2,0.0,59.6,9.9,49.8,40.4,0.0,0.0,0.0,100.0,1068,6.2,7.6,5.5,8.1,12.2,14.4,12.5,11.6,3.6,18.4,18.0,22.5,9.1,8.7,4.5,16.6,5.8,3.5,11.4,25.2,1167,2.1,9.4,32.5,56.0,8.6,12.2,10.1,12.9,21.5,0.4,Butte,Biggs
12,0600000US0600790470,600790470,44503,82.4,70.8,11.6,8.9,1.6,1.1,1.08,1.2,4.9,5.0,0.9,5.5,99.7,91.6,8.0,0.3,86.8,65.9,20.9,13.2,0.0,0.0,0.0,100.0,42035,3.5,1.8,4.0,5.8,8.2,12.4,17.4,10.1,5.9,30.9,26.2,29.3,17.3,7.0,2.7,7.8,3.1,2.8,3.7,17.9,44112,2.9,23.3,44.6,29.2,6.7,7.4,7.3,13.9,10.2,1.2,Butte,Chico
13,0600000US0600790750,600790750,2450,85.6,74.5,11.1,6.5,4.6,0.0,1.08,0.0,6.3,0.0,0.8,7.3,100.0,93.4,6.6,0.0,98.7,26.3,72.3,1.3,0.0,0.0,0.0,100.0,2271,8.3,9.2,4.6,3.7,12.5,16.0,11.4,14.8,4.4,15.1,24.4,14.7,20.8,16.1,6.8,7.4,4.1,1.6,4.2,21.7,2441,1.6,12.6,31.3,54.4,13.4,11.6,12.8,18.5,14.7,7.3,Butte,Durham
14,0600000US0600790970,600790970,1432,91.8,83.1,8.7,7.4,1.3,0.0,1.05,0.0,1.7,0.0,0.3,6.1,99.2,74.2,25.0,0.8,54.3,10.7,43.6,45.7,0.0,0.0,0.0,100.0,1344,9.8,6.5,2.2,6.8,15.1,14.1,6.7,10.8,1.6,26.4,5.1,3.3,5.7,7.6,9.7,13.5,7.1,18.8,29.3,54.4,1432,0.8,14.3,35.4,49.4,10.1,12.4,10.3,15.3,14.1,1.6,Butte,Feather Falls
15,0600000US0600791180,600791180,3808,87.7,69.6,18.1,12.6,4.1,1.4,1.13,0.3,5.5,0.0,0.8,5.7,100.0,75.0,25.0,0.0,56.3,23.0,33.2,43.8,0.0,0.0,0.0,100.0,3591,8.4,5.8,6.5,14.2,13.0,13.1,11.1,8.5,1.7,17.7,32.2,10.7,10.4,10.7,8.4,10.4,7.2,3.9,6.2,21.5,3769,4.6,14.2,38.9,42.4,5.1,5.8,7.3,15.0,7.3,1.2,Butte,Gridley
16,0600000US0600792300,600792300,12185,88.0,75.5,12.5,10.1,1.4,1.0,1.08,0.5,2.6,0.3,1.4,7.1,99.7,91.9,7.8,0.3,98.2,33.2,65.0,1.8,0.0,0.0,0.0,100.0,11317,6.7,3.7,5.0,5.0,9.9,12.2,14.0,8.9,6.7,27.8,33.6,22.3,12.8,5.1,5.1,8.4,2.8,4.2,5.7,19.1,12131,3.9,18.3,36.3,41.4,7.5,7.6,7.1,13.2,9.7,0.6,Butte,Oroville
17,0600000US0600792330,600792330,2515,92.6,76.9,15.8,12.5,1.9,1.4,1.1,0.2,2.1,0.0,1.6,3.5,100.0,81.4,18.6,0.0,82.1,8.4,73.7,17.9,0.0,0.0,0.0,100.0,2428,5.7,5.5,10.1,6.0,11.0,15.4,17.5,3.5,4.4,20.9,18.3,19.2,20.4,10.3,4.4,10.2,2.2,3.6,11.4,25.9,2513,3.4,14.6,42.1,39.9,7.8,9.6,12.1,18.2,10.7,0.8,Butte,Palermo
18,0600000US0600792380,600792380,16026,88.7,81.1,7.6,6.2,0.6,0.7,1.05,1.8,2.0,0.7,0.5,6.3,99.5,94.5,5.0,0.5,93.8,37.1,56.7,6.2,0.0,0.0,0.0,100.0,15012,4.2,2.7,4.8,6.3,11.5,15.1,15.4,11.0,4.7,24.1,19.0,13.5,13.6,14.9,9.8,15.6,5.2,3.6,4.9,22.8,15960,1.6,14.9,39.1,44.3,8.1,10.2,9.2,19.2,11.5,1.1,Butte,Paradise
19,0600000US0600990060,600990060,4890,93.5,83.9,9.6,8.9,0.7,0.0,1.06,0.0,1.7,0.0,0.5,4.3,99.2,63.7,35.5,0.8,78.1,16.3,61.8,21.9,0.0,0.0,0.0,100.0,4682,5.1,3.5,4.9,6.9,9.2,18.1,12.9,12.4,2.8,24.0,19.3,9.6,13.5,11.4,4.2,8.2,9.9,5.6,18.3,32.8,4890,1.5,17.0,44.3,37.2,2.0,3.3,6.8,11.6,3.9,0.6,Calaveras,Angels City
20,0600000US0600990105,600990105,3242,86.7,72.5,14.2,11.9,2.0,0.3,1.1,2.8,5.3,0.4,0.0,4.8,100.0,64.1,35.9,0.0,69.4,18.5,50.9,30.6,0.0,0.0,0.0,100.0,3086,6.9,4.7,2.9,11.1,10.1,15.4,8.0,13.1,5.3,22.5,26.9,8.3,12.9,5.8,2.0,11.9,8.3,10.0,13.8,30.9,3238,2.2,14.8,37.7,45.4,4.6,4.6,5.5,15.4,6.6,0.0,Calaveras,Arnold-West Point
21,0600000US0600992740,600992740,8834,90.0,80.8,9.2,7.8,1.2,0.2,1.06,0.0,2.5,0.1,0.7,6.6,99.9,47.4,52.4,0.1,67.2,13.4,53.8,32.8,0.0,0.0,0.0,100.0,8253,8.8,6.3,2.2,15.0,11.6,15.4,11.8,6.5,4.6,17.7,10.8,6.9,7.5,13.1,3.1,8.2,10.5,21.3,18.6,38.7,8816,1.2,10.5,42.9,45.4,4.6,5.8,5.3,16.3,6.7,1.5,Calaveras,San Andreas
22,0600000US0601190430,601190430,4623,91.6,72.1,19.5,11.0,7.1,1.4,1.14,0.0,4.2,0.5,0.6,3.2,100.0,76.7,23.3,0.0,78.8,28.0,50.8,21.2,0.0,0.0,0.0,100.0,4476,5.7,6.6,8.8,14.9,11.8,13.1,11.1,5.7,3.0,19.2,27.7,12.8,12.7,11.0,3.7,12.6,4.2,7.8,7.5,22.3,4566,3.8,13.6,37.3,45.4,4.5,5.7,8.0,9.9,6.3,0.6,Colusa,Central Colusa
23,0600000US0601190770,601190770,3607,95.3,79.7,15.6,10.0,2.9,2.6,1.1,0.3,0.7,0.6,0.2,2.9,99.6,82.8,16.8,0.4,74.3,26.1,48.2,25.7,0.0,0.0,0.0,100.0,3504,4.4,6.8,8.6,9.7,8.7,16.8,18.1,9.2,4.7,13.0,32.2,15.5,9.0,15.6,5.9,7.3,3.8,3.2,7.5,19.7,3604,1.6,22.6,38.9,36.9,3.5,4.6,4.6,6.1,3.9,0.0,Colusa,East Colusa
24,0600000US0601193610,601193610,216,75.0,74.1,0.9,0.9,0.0,0.0,1.01,0.0,8.8,0.0,0.0,16.2,100.0,76.9,23.1,0.0,34.3,11.6,22.7,65.7,0.0,0.0,0.0,100.0,181,5.0,4.4,3.9,14.4,9.4,27.6,9.4,13.3,0.0,12.7,31.5,1.1,20.4,1.7,9.4,6.6,8.8,10.5,9.9,24.8,216,0.0,34.3,32.4,33.3,4.2,5.6,4.2,6.6,6.6,0.0,Colusa,West Colusa
25,0600000US0601390080,601390080,62617,86.2,68.5,17.7,13.4,2.7,1.6,1.13,7.1,1.5,0.4,1.5,3.3,99.7,72.6,27.1,0.3,99.8,20.6,79.2,0.2,0.0,0.0,0.0,100.0,60538,6.7,6.9,6.0,11.8,10.3,12.7,9.7,8.1,3.5,24.3,7.5,10.3,10.9,10.6,5.0,13.4,6.7,12.4,23.2,37.0,62563,2.2,18.3,35.1,44.3,7.7,9.1,11.0,14.4,11.5,0.8,Contra Costa,Antioch-Pittsburg
26,0600000US0601390270,601390270,2959,89.7,68.9,20.8,12.4,7.8,0.5,1.15,2.6,0.0,0.0,4.6,3.1,100.0,47.3,52.7,0.0,74.8,10.0,64.8,25.2,0.0,0.0,0.0,100.0,2868,3.9,1.5,5.4,12.8,8.5,24.7,12.4,10.3,1.8,18.7,3.8,10.3,8.6,5.9,4.5,16.5,7.9,11.2,31.2,41.5,2959,0.7,10.0,22.3,67.0,4.1,6.6,10.1,10.6,9.1,0.5,Contra Costa,Briones
27,0600000US0601390440,601390440,221988,78.9,70.7,8.1,6.0,1.4,0.7,1.06,10.4,1.9,0.6,1.1,7.0,99.5,62.4,37.1,0.5,99.6,24.2,75.3,0.4,0.0,0.0,0.0,100.0,206350,2.8,2.9,3.7,7.5,9.8,15.5,14.2,13.2,7.2,23.2,10.5,12.9,13.7,11.8,5.1,12.3,7.9,11.2,14.6,30.1,221192,1.8,17.9,45.5,34.8,5.4,6.7,6.8,11.6,8.2,0.9,Contra Costa,Central Contra Costa
28,0600000US0601390780,601390780,51758,88.3,76.9,11.4,9.1,1.6,0.8,1.08,3.1,1.0,0.2,1.1,6.3,99.6,67.7,31.9,0.4,97.4,20.1,77.2,2.6,0.0,0.0,0.0,100.0,48503,10.2,8.0,6.9,10.7,9.0,13.3,8.9,8.8,3.4,20.7,11.5,10.0,8.8,6.0,2.4,7.6,8.1,14.9,30.7,41.2,51607,1.2,9.7,40.6,48.5,7.2,8.1,9.5,13.9,10.9,1.1,Contra Costa,East Contra Costa
29,0600000US0601393310,601393310,25280,85.5,74.9,10.6,8.3,1.4,1.0,1.07,6.1,0.4,0.1,0.7,7.1,99.7,49.2,50.5,0.3,97.0,16.8,80.1,3.0,0.0,0.0,0.0,100.0,23488,5.0,3.6,3.3,6.8,9.0,13.9,13.6,14.7,6.8,23.3,5.8,7.1,10.4,9.3,3.7,9.2,9.4,14.9,30.3,40.8,25268,0.8,8.8,48.8,41.5,7.0,8.2,7.5,11.6,8.4,0.6,Contra Costa,Tassajara
30,0600000US0601393620,601393620,112232,80.1,63.7,16.5,11.1,3.7,1.6,1.13,12.2,1.5,0.7,1.4,4.0,99.8,42.3,57.5,0.2,99.6,15.4,84.2,0.4,0.0,0.0,0.0,100.0,107715,4.4,4.0,4.6,9.5,9.0,12.7,10.4,12.2,5.8,27.5,6.6,10.4,12.2,11.7,5.8,16.3,9.3,12.9,14.8,32.2,112056,3.6,21.3,40.3,34.8,6.7,8.2,9.4,13.9,10.5,0.9,Contra Costa,West Contra Costa
31,0600000US0601590620,601590620,6980,86.3,75.1,11.2,8.8,1.7,0.7,1.08,0.4,3.7,1.2,3.1,5.3,96.0,94.0,2.0,4.0,32.6,14.3,18.3,67.4,0.0,0.0,0.0,100.0,6609,3.1,2.1,5.5,6.3,9.8,8.5,14.6,11.4,5.8,32.8,42.2,28.0,12.6,6.7,2.0,3.6,1.1,1.1,2.7,13.8,6978,2.0,26.8,37.2,34.0,5.6,6.2,7.0,10.7,8.8,1.4,Del Norte,Crescent City
32,0600000US0601591490,601591490,353,77.9,59.5,18.4,15.6,2.8,0.0,1.15,0.0,10.2,0.0,0.0,11.9,100.0,94.1,5.9,0.0,81.9,43.3,38.5,18.1,0.0,0.0,0.0,100.0,311,4.8,1.9,0.0,8.7,1.9,9.6,10.3,19.9,8.0,34.7,28.9,19.6,3.9,14.5,1.9,19.9,2.6,7.7,1.0,18.4,353,6.8,20.4,35.7,37.1,0.8,4.0,4.0,9.0,4.5,0.0,Del Norte,Klamath
33,0600000US0601593040,601593040,1265,91.8,80.7,11.1,6.6,3.6,0.8,1.08,0.0,1.3,0.0,0.2,6.7,94.9,93.9,0.9,5.1,42.5,7.7,34.9,57.5,0.0,0.0,0.0,100.0,1180,2.7,6.0,3.6,5.8,8.1,14.9,21.4,10.9,5.9,20.6,24.5,13.1,34.2,9.6,6.4,8.5,2.5,1.3,0.0,15.2,1262,0.6,20.5,54.4,24.4,7.7,8.4,9.7,10.3,8.3,2.4,Del Norte,Smith River-Gasquet
34,0600000US0601792190,601792190,13246,90.3,79.1,11.2,9.0,0.7,1.5,1.07,0.4,0.8,0.1,0.9,7.4,99.8,59.0,40.8,0.2,44.9,8.3,36.6,55.1,0.0,0.0,0.0,100.0,12267,7.4,5.1,5.8,10.2,9.1,13.9,13.5,12.7,5.9,16.5,12.5,7.7,8.9,9.0,4.3,16.2,9.0,14.5,17.7,34.5,13171,1.2,12.6,33.7,52.5,6.6,8.0,8.5,14.8,11.6,0.6,El Dorado,North El Dorado
35,0600000US0601792490,601792490,6233,89.6,79.8,9.8,7.8,1.1,0.8,1.06,0.7,1.9,0.2,1.7,6.0,100.0,76.4,23.6,0.0,65.0,26.2,38.7,35.0,0.0,0.0,0.0,100.0,5861,3.5,4.5,3.5,8.4,7.7,15.2,17.8,11.9,3.4,24.1,21.2,22.2,12.4,6.9,2.9,10.2,5.3,9.5,9.4,25.7,6233,3.2,17.9,43.0,36.0,4.5,6.1,5.3,12.1,8.6,0.4,El Dorado,Placerville
36,0600000US0601793150,601793150,44998,87.6,78.5,9.1,7.5,0.9,0.8,1.06,1.1,1.0,0.1,1.5,8.7,99.4,46.6,52.7,0.6,77.1,19.1,57.9,22.9,0.0,0.0,0.0,100.0,41089,5.8,3.9,4.7,8.9,10.3,16.4,12.0,11.4,5.1,21.5,9.5,10.9,13.5,12.7,6.5,13.3,9.2,11.6,12.9,32.0,44946,0.8,9.3,41.0,48.9,4.3,5.7,6.9,12.6,7.8,1.4,El Dorado,South El Dorado
37,0600000US0601793160,601793160,14069,80.9,68.1,12.9,10.5,1.3,1.1,1.09,2.3,7.9,2.9,0.9,5.2,74.4,68.9,5.5,25.6,73.5,43.6,29.9,26.5,0.0,0.0,0.0,100.0,13342,3.2,1.4,2.7,5.7,6.6,11.1,17.5,13.0,5.3,33.3,31.7,23.6,20.1,11.3,1.9,2.7,2.5,3.4,2.7,15.2,13998,5.0,21.7,46.1,27.2,4.9,6.8,6.8,10.7,8.0,1.6,El Dorado,South Lake Tahoe
38,0600000US0601990390,601990390,3759,82.3,69.5,12.7,10.2,1.7,0.9,1.09,0.8,5.7,0.1,6.5,4.5,100.0,94.1,5.9,0.0,41.2,9.2,32.0,58.8,0.0,0.0,0.0,100.0,3588,9.1,5.7,10.1,11.7,11.6,14.9,7.8,9.6,4.7,14.8,21.8,11.3,15.9,13.2,6.8,18.4,4.5,3.5,4.8,20.9,3650,2.6,15.9,36.3,45.2,8.8,12.2,12.9,18.3,17.8,6.3,Fresno,Caruthers-Raisin City
39,0600000US0601990530,601990530,6691,90.1,79.2,10.9,6.2,1.6,3.2,1.08,0.3,3.7,0.9,1.6,3.3,99.1,91.2,8.0,0.9,89.0,45.3,43.7,11.0,0.0,0.0,0.0,100.0,6467,5.1,6.4,9.5,11.8,10.2,14.3,15.9,5.8,1.8,19.2,33.0,16.1,19.2,13.1,2.3,2.7,1.3,3.5,8.7,19.9,6607,1.0,25.5,34.5,39.0,8.7,9.0,10.0,14.6,11.1,2.4,Fresno,Coalinga
40,0600000US0601991000,601991000,3273,90.7,69.8,20.9,13.9,2.4,4.5,1.15,0.0,3.9,0.0,3.2,2.2,100.0,76.7,23.3,0.0,80.8,21.4,59.4,19.2,0.0,0.0,0.0,100.0,3200,8.9,10.8,9.1,9.3,14.6,15.4,10.4,3.6,1.7,16.3,24.9,17.3,13.2,13.8,2.9,11.8,2.4,7.0,6.7,21.2,3265,2.8,17.9,35.0,44.3,8.8,13.2,12.5,14.2,11.0,1.7,Fresno,Firebaugh
41,0600000US0601991060,601991060,4186,87.7,74.9,12.8,9.7,0.6,2.4,1.09,0.0,4.9,0.2,1.8,5.4,100.0,92.7,7.3,0.0,54.7,12.6,42.1,45.3,0.0,0.0,0.0,100.0,3960,6.6,7.7,6.0,15.3,7.4,10.6,14.2,10.1,0.7,21.5,13.9,14.2,19.5,18.5,9.1,12.7,1.5,5.2,5.3,21.9,4170,0.2,19.2,41.1,39.4,7.4,9.1,10.2,12.1,11.5,0.0,Fresno,Fowler
42,0600000US0601991080,601991080,252468,90.0,78.8,11.3,8.1,1.5,1.6,1.08,1.6,1.7,0.9,2.0,3.8,99.6,92.9,6.8,0.4,92.6,58.2,34.5,7.4,0.0,0.0,0.0,100.0,242847,5.3,3.8,4.1,7.2,9.2,15.6,13.4,12.1,4.0,25.1,11.2,15.7,27.5,18.6,5.9,10.3,2.7,3.2,4.7,21.4,251643,3.3,23.8,42.2,30.6,7.3,8.5,8.8,16.2,12.6,1.4,Fresno,Fresno
43,0600000US0601991360,601991360,2056,79.9,59.7,20.2,12.2,4.7,3.3,1.17,4.3,5.7,0.0,5.4,4.8,100.0,80.2,19.8,0.0,78.1,14.5,63.6,21.9,0.0,0.0,0.0,100.0,1958,11.1,18.0,17.2,17.8,5.0,6.7,4.1,4.1,0.0,16.0,18.8,7.0,20.9,10.7,3.0,17.2,6.4,7.0,9.0,25.4,1992,12.1,17.9,38.1,31.9,5.1,10.5,15.7,6.7,7.7,0.0,Fresno,Huron
44,0600000US0601991460,601991460,7618,88.8,73.4,15.3,9.5,2.2,3.6,1.11,0.0,2.2,0.0,2.0,7.0,99.7,92.2,7.5,0.3,68.1,17.9,50.2,31.9,0.0,0.0,0.0,100.0,7088,7.2,11.0,6.4,14.2,8.6,14.0,14.2,4.8,1.4,18.2,18.3,9.6,11.9,15.5,11.7,23.0,2.2,2.8,5.1,23.4,7503,1.4,23.9,32.8,41.9,9.0,11.1,12.8,19.1,16.5,0.7,Fresno,Kerman
45,0600000US0601991480,601991480,5060,86.6,81.0,5.6,3.8,0.7,1.2,1.04,0.1,4.8,2.9,1.8,3.8,100.0,82.6,17.4,0.0,87.0,23.7,63.3,13.0,0.0,0.0,0.0,100.0,4870,7.9,5.8,6.6,7.5,11.1,15.1,9.4,7.5,3.2,26.0,22.4,10.1,17.7,13.9,8.7,17.1,4.3,0.7,5.0,21.8,5059,2.3,17.6,40.3,39.8,3.6,6.0,7.8,8.8,6.0,3.6,Fresno,Kingsburg
