,Id,Id2,Total; Estimate; Workers 16 years and over,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Drove alone","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 2-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 3-person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Carpooled - In 4-or-more person carpool","Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van - Workers per car, truck, or van",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Public transportation (excluding taxicab),Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Walked,Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Bicycle,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Taxicab, motorcycle, or other means",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Worked at home,Total; Estimate; PLACE OF WORK - Worked in state of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked in county of residence,Total; Estimate; PLACE OF WORK - Worked in state of residence - Worked outside county of residence,Total; Estimate; PLACE OF WORK - Worked outside state of residence,Total; Estimate; Living in a place,Total; Estimate; Living in a place - Worked in place of residence,Total; Estimate; Living in a place - Worked outside place of residence,Total; Estimate; Not living in a place,Total; Estimate; Living in 12 selected states,Total; Estimate; Living in 12 selected states - Worked in minor civil division of residence,Total; Estimate; Living in 12 selected states - Worked outside minor civil division of residence,Total; Estimate; Not living in 12 selected states,Total; Estimate; Workers 16 years and over who did not work at home,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 12:00 a.m. to 4:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:00 a.m. to 5:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 5:30 a.m. to 5:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:00 a.m. to 6:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 6:30 a.m. to 6:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:00 a.m. to 7:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 7:30 a.m. to 7:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:00 a.m. to 8:29 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 8:30 a.m. to 8:59 a.m.,Total; Estimate; Workers 16 years and over who did not work at home - TIME LEAVING HOME TO GO TO WORK - 9:00 a.m. to 11:59 p.m.,Total; Estimate; TRAVEL TIME TO WORK - Less than 10 minutes,Total; Estimate; TRAVEL TIME TO WORK - 10 to 14 minutes,Total; Estimate; TRAVEL TIME TO WORK - 15 to 19 minutes,Total; Estimate; TRAVEL TIME TO WORK - 20 to 24 minutes,Total; Estimate; TRAVEL TIME TO WORK - 25 to 29 minutes,Total; Estimate; TRAVEL TIME TO WORK - 30 to 34 minutes,Total; Estimate; TRAVEL TIME TO WORK - 35 to 44 minutes,Total; Estimate; TRAVEL TIME TO WORK - 45 to 59 minutes,Total; Estimate; TRAVEL TIME TO WORK - 60 or more minutes,Total; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - No vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 1 vehicle available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 2 vehicles available,Total; Estimate; VEHICLES AVAILABLE - Workers 16 years and over in households - 3 or more vehicles available,Total; Estimate; PERCENT IMPUTED - Means of transportation to work,Total; Estimate; PERCENT IMPUTED - Private vehicle occupancy,Total; Estimate; PERCENT IMPUTED - Place of work,Total; Estimate; PERCENT IMPUTED - Time leaving home to go to work,Total; Estimate; PERCENT IMPUTED - Travel time to work,Total; Estimate; PERCENT IMPUTED - Vehicles available,County,Jurisdiction
138,0600000US0604192205,604192205,28222,84.0,72.6,11.4,8.2,2.1,1.1,1.08,5.4,1.8,0.8,0.4,7.6,99.5,70.7,28.8,0.5,90.2,30.8,59.4,9.8,0.0,0.0,0.0,100.0,26075,3.7,2.8,3.1,7.9,9.9,15.2,11.2,15.0,7.7,23.5,13.6,13.9,9.7,11.8,4.9,13.7,8.8,11.8,11.7,28.9,28141,1.5,17.5,46.7,34.3,9.0,11.3,10.7,14.2,12.4,0.6,Marin,Novato
139,0600000US0604192670,604192670,26180,74.7,67.7,7.0,5.9,0.6,0.4,1.05,9.5,2.8,2.3,0.4,10.4,99.4,60.1,39.2,0.6,96.7,20.5,76.2,3.3,0.0,0.0,0.0,100.0,23464,1.8,1.9,2.9,4.6,7.5,14.5,14.3,15.2,8.9,28.3,13.4,12.3,11.7,9.3,4.6,12.1,8.7,13.0,14.8,30.4,26133,2.0,22.1,48.4,27.5,8.3,10.3,9.1,15.1,11.2,1.1,Marin,Ross Valley
140,0600000US0604192880,604192880,35078,73.5,62.9,10.6,8.3,1.8,0.6,1.09,11.3,4.0,1.5,1.7,8.1,99.4,72.5,26.9,0.6,97.3,38.0,59.3,2.7,0.0,0.0,0.0,100.0,32232,1.8,2.7,3.1,6.8,8.2,15.7,12.1,15.2,7.7,26.8,10.9,17.0,18.7,11.5,3.8,11.4,6.1,11.3,9.3,26.0,34764,3.2,21.5,48.4,26.9,8.4,10.6,10.1,15.2,11.8,0.8,Marin,San Rafael
141,0600000US0604193140,604193140,25605,69.5,63.5,6.0,4.5,1.1,0.4,1.05,10.1,3.6,1.8,1.0,14.0,99.5,54.2,45.3,0.5,97.4,24.2,73.2,2.6,0.0,0.0,0.0,100.0,22017,1.1,1.2,2.5,6.2,7.4,12.0,12.4,20.1,8.9,28.1,12.6,9.4,12.8,10.8,7.3,12.0,11.3,14.8,9.0,29.2,25440,1.9,21.5,49.8,26.9,5.8,7.3,6.7,12.2,8.2,0.9,Marin,Southeast Marin
142,0600000US0604390600,604390600,1055,80.5,66.2,14.3,13.6,0.7,0.0,1.1,1.4,1.5,0.0,3.8,12.8,98.2,38.3,59.9,1.8,66.2,13.6,52.6,33.8,0.0,0.0,0.0,100.0,920,6.4,4.7,5.5,10.1,6.7,13.0,18.3,10.3,4.5,20.4,20.9,3.9,7.9,4.3,0.0,10.3,7.8,18.9,25.9,38.7,1055,1.0,16.0,40.2,42.7,10.0,12.4,9.6,14.3,13.5,2.8,Mariposa,Coulterville
143,0600000US0604391880,604391880,4635,84.9,72.8,12.1,8.9,2.9,0.3,1.08,1.5,1.6,0.0,1.0,11.0,99.7,75.2,24.6,0.3,28.8,7.5,21.3,71.2,0.0,0.0,0.0,100.0,4126,4.5,7.5,6.1,8.2,14.7,8.1,16.6,9.4,3.0,21.9,12.2,10.9,19.3,13.7,3.0,8.7,4.2,7.8,20.2,35.1,4621,0.7,14.8,42.1,42.4,7.2,9.7,8.7,15.0,13.3,1.3,Mariposa,Mariposa
144,0600000US0604393804,604393804,1392,32.3,29.2,3.2,1.9,1.2,0.0,1.06,13.3,28.2,8.0,1.1,17.1,100.0,99.0,1.0,0.0,84.2,53.4,30.7,15.8,0.0,0.0,0.0,100.0,1154,4.9,0.7,1.6,2.6,22.1,15.9,14.8,9.4,4.9,23.1,36.7,20.7,19.1,6.4,0.0,5.8,2.2,5.2,3.9,15.7,614,1.5,18.9,54.9,24.8,0.9,2.9,9.9,14.0,10.8,1.5,Mariposa,Yosemite Valley
145,0600000US0604590610,604590610,704,71.0,67.9,3.1,3.1,0.0,0.0,1.02,0.1,13.4,0.0,1.8,13.6,97.4,96.4,1.0,2.6,59.2,46.4,12.8,40.8,0.0,0.0,0.0,100.0,608,8.6,2.3,5.3,10.2,11.5,7.2,21.1,6.6,3.3,24.0,50.3,19.9,12.0,3.3,0.0,6.6,0.0,0.3,7.6,15.6,702,0.0,26.5,36.9,36.6,9.2,8.2,6.3,9.0,9.0,0.1,Mendocino,Covelo
146,0600000US0604591030,604591030,5179,82.7,71.6,11.1,9.5,1.4,0.2,1.08,0.0,9.9,1.2,0.5,5.6,100.0,98.2,1.8,0.0,66.6,42.5,24.1,33.4,0.0,0.0,0.0,100.0,4887,6.4,0.4,3.7,3.0,5.7,8.2,18.5,14.9,8.9,30.3,41.8,22.3,11.8,5.9,4.6,5.5,3.0,1.1,3.9,15.0,5137,3.8,30.0,33.3,33.0,10.8,11.3,11.8,16.7,12.3,2.6,Mendocino,Fort Bragg
147,0600000US0604591330,604591330,867,83.4,66.0,17.4,5.4,2.9,9.1,1.16,0.0,3.6,0.0,2.7,10.4,97.8,76.7,21.1,2.2,39.0,6.1,32.9,61.0,0.0,0.0,0.0,100.0,777,3.2,8.4,3.9,13.1,22.4,14.0,8.5,2.8,3.9,19.8,28.8,7.7,12.1,9.1,11.5,13.0,2.1,4.8,10.9,26.5,842,2.4,20.5,28.7,48.3,13.3,9.3,13.4,16.2,14.8,5.5,Mendocino,Hopland
148,0600000US0604591580,604591580,1357,87.6,70.6,17.0,14.0,0.0,3.0,1.12,0.0,4.5,0.1,0.3,7.4,100.0,80.5,19.5,0.0,28.8,15.0,13.8,71.2,0.0,0.0,0.0,100.0,1256,4.7,0.8,3.7,2.5,10.3,9.3,14.2,19.6,12.7,22.4,30.7,6.4,6.6,11.0,8.0,16.9,4.9,9.1,6.4,23.4,1308,1.1,23.5,35.4,39.9,6.6,7.6,11.3,17.4,15.0,5.9,Mendocino,Laytonville-Leggett
149,0600000US0604591938,604591938,4280,78.1,68.5,9.6,5.8,3.2,0.6,1.08,0.0,4.7,0.4,1.0,15.8,99.6,96.9,2.7,0.4,36.1,14.2,21.9,63.9,0.0,0.0,0.0,100.0,3603,5.9,1.3,2.2,5.8,7.2,13.1,11.2,17.0,8.8,27.4,24.7,24.0,13.5,16.8,2.4,5.5,4.6,3.1,5.5,19.5,4195,3.2,23.2,42.3,31.3,4.8,5.4,6.0,7.5,7.0,1.5,Mendocino,Mendocino
150,0600000US0604592510,604592510,1630,78.5,67.4,11.1,11.1,0.0,0.0,1.07,0.4,5.6,0.2,0.0,15.3,100.0,90.7,9.3,0.0,28.8,10.4,18.5,71.2,0.0,0.0,0.0,100.0,1381,2.6,2.2,0.9,1.7,3.5,10.6,19.8,10.4,12.1,36.2,34.1,15.6,14.1,5.5,6.7,14.2,1.2,1.7,6.8,20.5,1629,3.6,23.8,41.0,31.6,5.6,8.6,8.8,11.9,10.0,2.1,Mendocino,Point Arena
151,0600000US0604592592,604592592,5576,90.1,79.6,10.5,7.7,2.1,0.7,1.07,0.5,3.3,0.3,0.4,5.3,99.7,91.1,8.7,0.3,25.0,4.3,20.8,75.0,0.0,0.0,0.0,100.0,5283,4.6,6.7,3.6,8.7,9.2,10.7,18.4,8.8,6.0,23.5,20.7,21.9,18.4,12.8,5.2,5.5,3.5,2.2,9.8,23.0,5471,0.3,10.5,45.1,44.1,13.4,14.4,14.3,18.5,15.4,5.7,Mendocino,Redwood Valley-Potter Valley
152,0600000US0604593490,604593490,11213,86.0,73.6,12.4,10.3,0.9,1.1,1.08,0.6,4.2,2.3,1.3,5.6,99.9,92.8,7.1,0.1,58.4,36.5,21.8,41.6,0.0,0.0,0.0,100.0,10585,6.6,1.7,5.5,4.6,9.0,9.9,18.7,10.0,7.4,26.5,41.1,27.1,10.6,4.0,1.6,6.0,1.6,3.4,4.5,15.9,10944,3.0,21.2,39.4,36.5,7.6,9.4,9.0,15.2,10.9,1.1,Mendocino,Ukiah
153,0600000US0604593740,604593740,5240,80.6,67.8,12.7,10.6,1.7,0.4,1.09,2.1,8.6,1.5,0.0,7.3,100.0,97.0,3.0,0.0,64.3,26.9,37.4,35.7,0.0,0.0,0.0,100.0,4860,4.5,1.2,2.8,8.0,12.9,12.2,18.4,11.6,7.3,21.1,34.3,16.2,6.8,8.1,5.0,15.4,4.5,2.1,7.7,19.9,5232,2.1,16.8,45.2,35.9,10.1,12.5,9.4,16.5,11.6,2.0,Mendocino,Willits
154,0600000US0604790150,604790150,17466,91.1,81.7,9.4,7.1,1.1,1.2,1.06,0.2,1.5,0.1,3.2,3.9,99.7,79.7,20.1,0.3,84.6,15.3,69.3,15.4,0.0,0.0,0.0,100.0,16780,10.3,6.0,6.7,8.1,9.2,12.7,14.5,5.2,3.1,24.0,15.4,15.8,20.9,17.2,3.9,10.6,3.6,4.4,8.5,24.1,17422,2.4,14.2,41.3,42.1,4.2,5.8,6.7,10.3,7.0,0.8,Merced,Atwater
155,0600000US0604790720,604790720,2899,92.8,79.9,12.8,9.4,2.0,1.4,1.08,0.0,2.7,1.0,0.0,3.6,100.0,67.4,32.6,0.0,76.1,9.8,66.3,23.9,0.0,0.0,0.0,100.0,2795,12.5,1.5,8.6,11.1,14.0,14.0,14.2,3.4,1.9,18.8,13.9,13.0,8.3,18.5,5.3,10.5,6.4,10.4,13.7,30.2,2899,0.5,17.2,51.7,30.5,4.4,5.5,7.3,8.4,5.5,1.6,Merced,Dos Palos
156,0600000US0604791210,604791210,2854,91.6,81.8,9.8,8.0,0.5,1.3,1.06,0.2,2.9,0.5,2.1,2.8,100.0,72.1,27.9,0.0,65.8,15.4,50.4,34.2,0.0,0.0,0.0,100.0,2775,16.2,6.3,11.1,11.9,13.5,8.4,9.7,4.7,5.9,12.3,19.4,19.4,14.3,9.3,6.7,7.3,1.1,8.9,13.5,27.6,2828,1.0,20.9,41.4,36.8,6.0,7.5,9.5,14.0,10.5,0.0,Merced,Gustine
157,0600000US0604791290,604791290,4023,84.4,74.3,10.0,6.8,2.4,0.9,1.07,0.0,9.0,0.0,0.8,5.8,100.0,51.3,48.7,0.0,58.8,8.8,50.0,41.2,0.0,0.0,0.0,100.0,3788,15.7,5.6,5.3,5.5,14.6,12.8,11.0,7.7,4.2,17.6,27.0,10.7,15.8,10.7,10.7,15.2,0.7,3.7,5.5,21.0,4023,0.7,14.4,39.2,45.6,6.2,7.9,6.9,11.6,9.5,2.6,Merced,Hilmar-Irwin
158,0600000US0604791670,604791670,11360,90.3,75.4,14.9,8.3,3.2,3.3,1.11,0.1,2.0,0.3,2.3,5.0,99.9,60.3,39.6,0.1,78.5,21.3,57.2,21.5,0.0,0.0,0.0,100.0,10796,13.0,6.6,5.7,10.6,8.7,9.0,10.4,7.8,3.1,25.1,19.0,19.2,15.0,13.8,2.6,15.5,4.4,3.5,7.0,23.0,11351,1.9,16.2,39.3,42.6,7.1,8.3,7.6,10.6,10.7,0.8,Merced,Livingston-Delhi
159,0600000US0604791760,604791760,14255,95.2,77.0,18.3,13.0,3.1,2.2,1.12,0.2,1.9,0.4,0.7,1.5,100.0,57.9,42.1,0.0,91.4,34.9,56.5,8.6,0.0,0.0,0.0,100.0,14039,13.1,7.3,7.6,11.0,11.7,11.8,12.0,4.8,2.9,17.9,20.3,16.6,8.3,3.6,1.2,2.6,4.1,12.5,30.8,41.3,14222,3.6,18.1,40.6,37.7,4.6,4.9,7.5,10.0,6.8,0.8,Merced,Los Banos
160,0600000US0604791960,604791960,34637,87.3,78.6,8.8,6.4,1.2,1.1,1.06,0.8,2.5,0.5,4.4,4.4,99.7,85.4,14.3,0.3,87.9,47.0,40.9,12.1,0.0,0.0,0.0,100.0,33106,7.5,6.5,5.0,7.1,8.7,12.1,15.9,7.6,5.5,24.0,18.8,23.0,20.0,12.7,2.1,8.2,2.8,3.6,8.8,22.3,34467,3.7,20.7,41.4,34.2,4.4,5.6,6.0,10.1,7.8,0.3,Merced,Merced
161,0600000US0604792500,604792500,2817,86.8,74.0,12.8,6.1,3.7,3.1,1.1,0.0,2.4,0.2,6.0,4.5,100.0,85.7,14.3,0.0,76.9,14.6,62.4,23.1,0.0,0.0,0.0,100.0,2690,12.7,10.9,7.8,11.0,8.4,7.0,11.4,5.7,2.2,22.9,17.3,15.1,11.4,24.9,6.2,6.4,2.1,5.7,11.0,25.3,2760,2.4,14.7,34.1,48.8,6.4,7.0,8.2,9.2,7.6,0.6,Merced,Planada-Le Grand
162,0600000US0604793050,604793050,319,66.1,61.4,4.7,3.8,0.9,0.0,1.03,0.6,17.6,0.0,0.6,15.0,100.0,88.1,11.9,0.0,7.5,0.6,6.9,92.5,0.0,0.0,0.0,100.0,271,3.0,5.9,18.8,12.9,9.2,24.7,5.9,0.7,1.8,17.0,34.7,8.9,8.5,14.4,2.2,17.7,4.1,2.6,7.0,19.0,319,0.0,16.9,48.9,34.2,0.0,3.3,1.3,10.7,11.8,0.0,Merced,Snelling
163,0600000US0604990010,604990010,301,86.4,73.4,13.0,9.3,3.7,0.0,1.08,0.0,2.7,0.0,1.7,9.3,96.3,40.2,56.1,3.7,32.9,5.3,27.6,67.1,0.0,0.0,0.0,100.0,273,7.0,13.2,5.1,16.1,0.0,1.8,17.6,15.0,0.0,24.2,15.4,3.7,20.1,2.6,7.0,1.8,13.6,2.9,33.0,46.4,297,1.3,12.1,34.7,51.9,11.3,6.5,11.6,6.2,6.2,5.7,Modoc,Adin-Lookout
164,0600000US0604990040,604990040,2272,74.9,63.2,11.7,9.7,0.0,2.0,1.09,0.7,8.7,1.9,2.0,11.8,97.5,96.4,1.1,2.5,61.8,43.6,18.2,38.2,0.0,0.0,0.0,100.0,2005,3.0,2.1,4.3,7.9,9.6,6.8,21.9,19.3,7.5,17.5,45.7,20.1,8.6,16.0,0.4,4.0,1.9,2.0,1.2,12.1,2196,2.0,16.4,40.3,41.2,6.2,6.3,9.8,12.0,9.7,0.0,Modoc,Alturas
165,0600000US0604992105,604992105,497,78.9,68.0,10.9,9.5,0.0,1.4,1.07,0.0,0.0,5.4,0.0,15.7,81.3,28.4,52.9,18.7,26.6,3.4,23.1,73.4,0.0,0.0,0.0,100.0,419,9.8,7.2,1.2,11.2,10.3,16.5,23.9,9.1,1.9,9.1,27.0,20.0,21.0,0.0,2.6,9.1,7.4,4.5,8.4,19.5,497,0.0,12.9,54.7,32.4,8.7,11.0,10.1,10.3,10.3,0.0,Modoc,Newell
166,0600000US0604993270,604993270,430,70.9,61.9,9.1,7.9,1.2,0.0,1.07,0.0,14.4,0.0,2.8,11.9,99.1,94.2,4.9,0.9,55.1,24.2,30.9,44.9,0.0,0.0,0.0,100.0,379,2.9,0.0,0.8,15.3,5.3,14.0,34.6,20.6,1.1,5.5,46.7,14.8,5.0,7.9,2.6,10.6,3.2,6.1,3.2,18.1,429,0.7,23.8,31.2,44.3,7.9,7.5,13.3,7.7,7.7,3.3,Modoc,Surprise Valley
167,0600000US0605191865,605191865,6733,63.2,51.0,12.2,8.1,3.2,0.9,1.12,5.9,15.4,2.9,2.4,10.2,99.8,90.8,9.0,0.2,94.2,68.3,25.8,5.8,0.0,0.0,0.0,100.0,6045,1.0,1.0,2.5,7.4,8.9,11.3,15.3,11.9,5.9,34.7,50.8,11.2,10.6,10.2,3.5,4.8,2.9,3.5,2.6,15.7,6647,6.6,28.5,34.0,30.9,6.1,4.7,5.0,9.0,8.0,1.6,Mono,Mammoth Lakes
168,0600000US0605192195,605192195,1092,87.9,71.6,16.3,4.8,1.9,9.6,1.15,0.0,4.2,0.0,0.0,7.9,94.9,93.4,1.5,5.1,77.0,22.7,54.3,23.0,0.0,0.0,0.0,100.0,1006,4.3,4.7,5.5,3.3,11.2,32.8,25.9,7.9,0.5,4.0,38.8,10.1,2.7,7.4,0.8,18.3,20.4,0.0,1.6,18.9,1039,6.3,24.9,25.9,42.9,2.3,4.0,6.0,4.4,2.5,0.0,Mono,North Mono
169,0600000US0605390235,605390235,762,58.8,48.7,10.1,10.1,0.0,0.0,1.09,0.0,8.4,0.3,2.5,30.1,99.7,94.9,4.9,0.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,533,0.0,0.0,0.0,8.4,19.7,15.0,23.3,11.8,2.6,19.1,26.1,17.6,10.7,6.0,0.0,22.0,1.5,14.6,1.5,20.7,665,1.2,25.7,51.9,21.2,4.9,4.5,11.2,12.0,13.7,0.0,Monterey,Big Sur
170,0600000US0605390362,605390362,5909,79.1,72.2,6.9,5.7,0.9,0.3,1.05,1.1,2.3,0.9,0.8,15.7,99.8,91.7,8.1,0.2,23.9,7.0,16.9,76.1,0.0,0.0,0.0,100.0,4982,1.2,2.3,4.5,4.7,4.4,16.7,15.0,16.5,8.2,26.4,20.8,21.0,19.8,15.5,4.6,6.3,2.9,3.0,6.1,21.3,5895,0.9,16.7,44.9,37.5,10.4,12.8,10.9,18.2,12.9,0.4,Monterey,Carmel-by-the-Sea
171,0600000US0605390370,605390370,2655,78.0,65.8,12.3,11.0,1.2,0.0,1.09,0.7,0.9,0.5,0.6,19.3,100.0,95.4,4.6,0.0,78.7,26.5,52.2,21.3,0.0,0.0,0.0,100.0,2143,5.6,2.8,1.3,4.2,5.7,19.8,6.8,8.1,12.3,33.3,15.5,7.9,7.7,14.8,7.5,28.3,5.5,5.5,7.4,28.9,2651,2.9,17.4,39.4,40.4,7.9,6.8,6.8,20.4,9.1,0.4,Monterey,Carmel Valley
172,0600000US0605390400,605390400,8146,90.9,78.5,12.4,9.0,2.0,1.4,1.08,1.2,0.9,0.4,4.8,1.8,99.7,70.5,29.2,0.3,98.2,9.1,89.1,1.8,0.0,0.0,0.0,100.0,8000,7.5,5.1,5.4,8.5,11.5,17.6,12.9,10.5,4.7,16.4,6.9,7.9,16.5,23.4,9.3,19.4,5.9,6.7,4.2,25.1,8125,2.0,11.1,28.5,58.4,6.1,7.9,6.9,10.9,7.3,0.1,Monterey,Castroville
173,0600000US0605391130,605391130,4669,88.0,72.7,15.4,8.6,3.4,3.3,1.12,0.5,2.5,0.5,3.6,4.9,100.0,95.9,4.1,0.0,83.3,17.0,66.3,16.7,0.0,0.0,0.0,100.0,4442,6.5,12.4,9.7,11.8,8.6,13.1,7.9,11.2,1.4,17.3,8.6,14.1,17.1,21.8,11.5,10.5,6.6,4.8,4.9,23.1,4645,1.3,14.3,41.1,43.3,6.8,9.3,8.2,10.5,9.8,0.0,Monterey,Gonzales
174,0600000US0605391150,605391150,6833,91.2,69.8,21.4,9.5,4.9,7.0,1.17,1.0,4.3,0.0,1.9,1.6,99.7,97.4,2.3,0.3,95.2,21.3,73.9,4.8,0.0,0.0,0.0,100.0,6721,5.0,13.7,9.2,17.2,8.0,11.9,10.9,5.1,1.5,17.4,13.7,6.7,21.3,15.8,2.6,13.2,9.4,10.8,6.4,26.0,6831,1.5,18.7,32.9,47.0,12.7,15.4,19.6,20.0,19.1,1.6,Monterey,Greenfield
175,0600000US0605391470,605391470,5683,91.7,65.4,26.3,14.0,5.9,6.4,1.21,0.5,2.1,0.8,3.2,1.7,99.8,94.6,5.2,0.2,90.7,30.7,60.1,9.3,0.0,0.0,0.0,100.0,5585,10.1,13.7,8.3,19.3,9.5,11.9,10.1,5.8,2.4,9.0,20.7,16.0,14.0,7.5,7.2,14.1,5.6,9.2,5.6,23.0,5666,6.6,20.6,32.5,40.3,8.3,20.4,13.1,18.0,19.7,0.0,Monterey,King City
176,0600000US0605392320,605392320,7676,89.9,68.2,21.7,16.1,1.8,3.8,1.16,1.3,0.5,0.1,3.8,4.3,100.0,37.7,62.3,0.0,59.2,5.0,54.2,40.8,0.0,0.0,0.0,100.0,7345,6.6,5.4,6.8,11.9,13.2,16.0,11.5,6.6,1.3,20.6,6.4,5.6,14.8,18.9,11.5,18.2,6.9,7.5,10.2,29.3,7636,3.8,8.9,28.1,59.1,7.8,9.3,9.3,11.2,9.8,1.8,Monterey,Pajaro
177,0600000US0605392730,605392730,66535,84.1,72.6,11.5,8.2,1.7,1.6,1.08,0.8,1.1,0.5,9.9,3.6,99.8,89.8,10.0,0.2,96.6,54.8,41.8,3.4,0.0,0.0,0.0,100.0,64144,7.3,6.8,4.9,12.0,8.2,13.6,10.1,11.0,2.5,23.6,8.9,16.0,21.0,17.6,5.1,13.9,7.2,5.3,5.1,23.3,66371,2.4,19.6,38.5,39.5,5.5,6.7,6.5,8.6,7.0,0.8,Monterey,Salinas
178,0600000US0605392750,605392750,1847,54.6,46.9,7.7,6.3,0.6,0.7,1.08,9.6,20.8,0.1,2.3,12.6,99.5,74.8,24.7,0.5,19.3,3.3,16.0,80.7,0.0,0.0,0.0,100.0,1615,5.8,4.9,7.0,21.3,13.6,18.3,16.4,5.5,0.7,6.5,23.8,13.3,12.1,13.3,2.5,13.3,4.8,8.2,8.7,23.4,1232,0.2,27.4,39.4,33.0,6.8,14.7,36.2,14.9,12.9,4.5,Monterey,San Ardo
179,0600000US0605392970,605392970,54016,80.4,68.6,11.8,9.8,1.3,0.6,1.08,4.1,5.6,1.6,1.7,6.6,99.7,95.2,4.4,0.3,94.5,28.7,65.8,5.5,0.0,0.0,0.0,100.0,50463,3.6,2.0,2.4,5.4,9.0,14.7,15.6,12.6,6.4,28.3,18.2,21.5,20.8,17.1,4.1,9.3,3.1,2.6,3.5,18.9,51344,2.7,25.8,44.0,27.6,5.2,7.2,7.6,12.5,9.4,0.5,Monterey,Seaside-Monterey
180,0600000US0605393060,605393060,6668,90.8,73.7,17.1,11.0,1.7,4.3,1.13,0.8,1.1,0.0,4.8,2.5,100.0,95.3,4.7,0.0,93.5,28.0,65.4,6.5,0.0,0.0,0.0,100.0,6502,5.0,7.1,13.7,12.5,6.6,18.1,9.8,5.1,2.1,20.1,12.5,18.1,10.8,9.4,6.5,23.3,7.7,4.3,7.4,25.2,6668,1.0,12.7,27.6,58.7,4.6,11.1,11.2,13.4,11.9,0.7,Monterey,Soledad
181,0600000US0605393372,605393372,4913,93.0,90.2,2.8,1.8,0.6,0.4,1.02,0.0,2.0,0.6,0.4,4.0,99.6,94.5,5.1,0.4,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,4718,0.7,1.3,2.8,7.0,4.9,19.2,22.7,16.0,7.1,18.4,5.5,14.4,27.1,20.8,6.6,15.7,2.1,3.2,4.5,22.2,4912,0.0,11.2,41.8,46.9,6.7,6.2,7.3,13.7,8.0,1.2,Monterey,Toro Park
182,0600000US0605590070,605590070,2889,66.7,61.1,5.6,2.9,2.8,0.0,1.05,0.4,18.3,0.0,1.1,13.4,100.0,93.9,6.1,0.0,79.4,41.1,38.3,20.6,0.0,0.0,0.0,100.0,2502,2.6,2.9,2.0,4.2,8.3,12.0,13.2,13.3,6.0,35.3,42.9,18.5,9.2,9.7,2.1,2.3,2.8,5.0,7.5,17.5,2295,1.0,15.9,40.7,42.4,7.4,7.4,8.8,14.0,12.2,0.7,Napa,Angwin
183,0600000US0605590340,605590340,3167,81.6,63.8,17.8,10.6,6.5,0.7,1.14,2.1,6.8,3.8,1.2,4.5,99.5,85.4,14.1,0.5,79.6,26.4,53.2,20.4,0.0,0.0,0.0,100.0,3023,2.8,3.7,3.8,11.7,15.5,5.2,6.6,22.9,5.5,22.4,21.4,17.3,10.6,18.7,6.2,9.2,3.7,6.4,6.6,23.4,3113,0.5,17.0,53.0,29.5,4.1,5.6,6.7,11.1,5.7,0.7,Napa,Calistoga
