,Unnamed: 0,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,TotalHH,HH_wchildren,HH_couple,Couple_wchildren,HH_malehead,HH_malehead_wchildren,HH_femalehead,HH_femalehead_wchildren,Nonfamily_HH,HH_livingalone,HH_seniorover65,Percent_single_parent,Total_housing_units,Occupied_units,Vacant_units,For_rent_units,Rented_not_occupied_units,For_sale_units,Sold_not_occupied_units,Seasonal_units,All_other_vacans,VancancyRate,HomeownerVacancyRate,RentalVacancyRate
225,232,Riverside,Murrieta,41,4.6,4.1,23.0,19.8,41,4.6,3.6,23.0,17.9,41,4.6,3.2,23.0,17.1,41,4.6,3.2,23.0,19.2,42,4.6,3.4,23.0,17.8,42,4.6,2.9,23.0,14.6,42,4.6,3.1,23.0,15.3,103466.0,50460.0,53006.0,33.4,31.8,34.9,3.1462640080599997,3.51,7277.0,31471.0,67161.0,18747.0,14029.0,10405.0,0.512303558657,0.304167552626,103466.0,97121.0,72137.0,5601.0,741.0,9556.0,464.0,690.0,4966.0,390.0,748.0,1045.0,1253.0,391.0,73.0,176.0,80.0,62.0,8695.0,103037.0,32749.0,20577.0,37588.0,28369.0,7300.0,2481.0,4823.0,1818.0,26033.0,14649.0,20577.0,11365.0,1642.0,955.0,3814.0,2329.0,6716.0,5208.0,2248.0,0.224179124855,35294.0,32749.0,2545.0,819.0,51.0,731.0,123.0,218.0,603.0,0.07210857369519999,0.031,0.078
226,233,Napa,Napa,45,7.3,6.0,18.2,14.9,46,7.3,4.4,18.2,10.9,46,7.3,3.7,18.2,9.8,46,7.3,4.0,18.2,12.2,46,7.3,3.4,18.2,9.7,46,7.3,3.5,18.2,9.5,46,7.3,3.4,18.2,8.9,76915.0,37947.0,38968.0,37.4,35.4,39.4,2.68685649364,3.25,5058.0,18848.0,55124.0,19574.0,14727.0,10491.0,0.506637196906,0.245049730222,76915.0,74032.0,57754.0,486.0,637.0,1755.0,186.0,299.0,551.0,302.0,153.0,75.0,189.0,144.0,46.0,51.0,3.0,44.0,13256.0,75678.0,28166.0,13862.0,22482.0,16497.0,5651.0,1796.0,5517.0,1915.0,18634.0,8913.0,13862.0,6379.0,1571.0,798.0,3201.0,1736.0,9532.0,7457.0,3278.0,0.284303825872,30149.0,28166.0,1983.0,729.0,46.0,374.0,60.0,347.0,427.0,0.0657733258151,0.023,0.057
227,234,San Diego,National City,42,6.9,5.4,20.7,15.9,42,6.9,5.1,20.7,13.8,42,6.9,5.0,20.7,14.7,42,6.9,4.9,20.7,16.0,42,6.9,4.8,20.7,14.5,42,6.9,4.8,20.7,14.1,42,6.9,4.8,20.7,13.9,58582.0,30079.0,28503.0,30.2,27.8,33.3,3.40794736163,3.79,4058.0,14939.0,39910.0,11229.0,8391.0,6203.0,0.48654876924699997,0.25501007135299997,58582.0,55753.0,24725.0,3054.0,618.0,10699.0,68.0,169.0,9772.0,120.0,72.0,127.0,371.0,482.0,27.0,212.0,176.0,67.0,16175.0,52830.0,15502.0,7376.0,18401.0,11539.0,8040.0,2997.0,3511.0,1042.0,12113.0,6082.0,7376.0,3720.0,1300.0,581.0,3437.0,1781.0,3389.0,2694.0,1226.0,0.388359092404,16762.0,15502.0,1260.0,612.0,52.0,111.0,11.0,192.0,282.0,0.075170027443,0.021,0.055999999999999994
228,235,San Bernardino,Needles,26,5.4,5.3,20.0,21.1,26,5.4,5.1,20.0,21.0,27,5.4,4.7,20.0,20.7,27,5.4,5.1,20.0,20.4,28,5.4,4.9,20.0,18.9,24,5.4,5.0,20.0,18.9,24,5.4,5.4,20.0,19.0,4844.0,2441.0,2403.0,39.3,36.7,41.2,2.52294056309,3.12,377.0,1283.0,3367.0,1417.0,1082.0,765.0,0.4960776218,0.264863748968,4844.0,4530.0,3669.0,95.0,399.0,35.0,6.0,9.0,5.0,0.0,11.0,2.0,2.0,9.0,4.0,1.0,0.0,4.0,323.0,4839.0,1918.0,712.0,1373.0,1001.0,458.0,237.0,378.0,192.0,1202.0,519.0,712.0,250.0,159.0,86.0,331.0,183.0,716.0,588.0,238.0,0.518304431599,2895.0,1918.0,977.0,189.0,5.0,53.0,6.0,539.0,185.0,0.33747841105400006,0.049,0.172
229,237,Nevada,Nevada City,43,2.5,3.2,19.2,24.1,43,3.0,3.1,22.7,23.8,43,3.0,3.1,22.7,26.4,43,3.0,3.2,22.7,30.4,43,3.0,3.2,22.7,25.0,41,3.0,4.1,22.7,31.1,44,3.0,3.6,22.7,29.9,3068.0,1537.0,1531.0,47.5,45.9,48.7,2.08628318584,2.67,106.0,517.0,2476.0,1133.0,865.0,557.0,0.499022164276,0.1685136897,3068.0,2977.0,2837.0,26.0,28.0,46.0,4.0,14.0,7.0,13.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,40.0,2829.0,1356.0,510.0,627.0,472.0,102.0,31.0,234.0,112.0,744.0,292.0,510.0,164.0,79.0,47.0,155.0,81.0,612.0,488.0,168.0,0.438356164384,1510.0,1356.0,154.0,29.0,3.0,31.0,5.0,52.0,34.0,0.101986754967,0.038,0.048
230,238,Alameda,Newark,45,7.3,4.8,16.0,11.2,45,7.3,4.1,16.0,10.0,45,7.3,3.7,16.0,10.0,45,7.3,4.5,16.0,13.1,45,7.3,4.0,16.0,10.8,45,7.3,4.0,16.0,10.6,45,7.3,4.5,16.0,11.6,42573.0,21217.0,21356.0,35.4,34.4,36.5,3.27073697194,3.6,3142.0,10799.0,30154.0,8980.0,6511.0,4526.0,0.501632490076,0.253658422005,42573.0,39774.0,17566.0,2002.0,279.0,11571.0,2500.0,2612.0,4054.0,252.0,261.0,980.0,912.0,621.0,31.0,56.0,119.0,415.0,7735.0,42428.0,12972.0,7832.0,13743.0,8966.0,5313.0,1620.0,2568.0,752.0,10334.0,4862.0,7832.0,3825.0,786.0,300.0,1716.0,737.0,2638.0,1942.0,705.0,0.213286713287,13414.0,12972.0,442.0,170.0,7.0,92.0,20.0,17.0,136.0,0.0329506485761,0.01,0.04
231,239,Orange,Newport Beach,26,9.6,7.8,11.5,8.7,26,9.6,6.9,11.5,7.8,26,9.6,5.5,11.5,7.0,26,9.6,5.6,11.5,7.6,26,9.6,5.7,11.5,7.1,27,9.6,6.0,11.5,7.6,27,9.6,6.4,11.5,7.8,85186.0,41973.0,43213.0,44,43.1,44.9,2.1879177311599998,2.81,3249.0,14744.0,68085.0,28021.0,22018.0,16162.0,0.507278191252,0.173080083582,85186.0,82693.0,74357.0,616.0,223.0,5982.0,691.0,1825.0,619.0,821.0,843.0,668.0,515.0,114.0,49.0,20.0,22.0,23.0,1401.0,84784.0,38751.0,17273.0,18726.0,14121.0,2253.0,463.0,7781.0,2079.0,21080.0,7837.0,17273.0,6085.0,1199.0,480.0,2608.0,1272.0,17671.0,12838.0,4412.0,0.22355493173399998,44193.0,38751.0,5442.0,1499.0,107.0,372.0,127.0,2841.0,496.0,0.123141674021,0.017,0.078
232,240,Riverside,Norco,39,11.4,8.4,23.1,15.9,39,11.4,7.3,23.1,14.0,39,11.4,6.8,23.1,14.1,39,11.4,7.1,23.1,16.4,39,11.4,6.9,23.1,15.8,39,11.4,5.5,23.1,12.2,39,11.4,5.8,23.1,12.7,27063.0,15636.0,11427.0,39.5,38.7,40.8,3.22739569984,3.53,1229.0,5488.0,20345.0,5782.0,3996.0,2620.0,0.42223700255,0.202786091712,27063.0,26199.0,20641.0,1893.0,248.0,844.0,78.0,113.0,250.0,63.0,96.0,125.0,119.0,59.0,28.0,12.0,14.0,5.0,2514.0,22666.0,7023.0,4353.0,7323.0,4297.0,2426.0,1005.0,1541.0,415.0,5583.0,2314.0,4353.0,1825.0,453.0,184.0,777.0,305.0,1440.0,1030.0,458.0,0.21132238548,7322.0,7023.0,299.0,52.0,8.0,108.0,13.0,27.0,91.0,0.040835837203,0.019,0.038
233,241,Los Angeles,Norwalk,40,4.0,4.0,22.1,22.1,40,4.0,3.4,22.1,18.7,40,4.0,2.6,22.1,15.7,40,4.0,2.5,22.1,15.5,40,4.0,2.5,22.1,14.8,40,4.0,2.4,22.1,14.8,40,4.0,2.7,22.1,14.5,105549.0,52364.0,53185.0,32.5,31.0,34.1,3.8309620346499997,4.1,7416.0,29164.0,70891.0,20427.0,14807.0,10431.0,0.5038891889079999,0.276307686477,105549.0,100980.0,52089.0,4593.0,1213.0,12700.0,870.0,908.0,5581.0,260.0,2610.0,822.0,1649.0,431.0,62.0,55.0,173.0,141.0,29954.0,103934.0,27130.0,15190.0,36793.0,21609.0,18102.0,6635.0,6719.0,1890.0,22583.0,10951.0,15190.0,7859.0,2348.0,980.0,5045.0,2112.0,4547.0,3417.0,1631.0,0.282348643959,28083.0,27130.0,953.0,378.0,25.0,244.0,33.0,24.0,249.0,0.0339351208916,0.013999999999999999,0.038
234,242,Alameda,Oakland,49,5.8,5.0,15.3,12.4,49,5.8,4.0,15.3,10.0,49,5.8,3.8,15.3,9.9,49,5.8,4.0,15.3,10.8,49,5.8,4.1,15.3,10.0,49,5.8,3.9,15.3,9.6,49,5.8,3.9,15.3,9.2,390724.0,189519.0,201205.0,36.2,35.5,36.9,2.48770084075,3.27,26099.0,83120.0,293489.0,89240.0,64594.0,43559.0,0.5149542899849999,0.212733284876,390724.0,368847.0,134925.0,109471.0,3040.0,65811.0,2114.0,34083.0,6070.0,2031.0,2446.0,8766.0,10301.0,2222.0,168.0,142.0,238.0,1674.0,53378.0,382586.0,153791.0,50797.0,99759.0,68546.0,39299.0,12280.0,38940.0,14731.0,83718.0,38618.0,50797.0,22818.0,8799.0,3627.0,24122.0,12173.0,70073.0,52103.0,13778.0,0.409135636232,169710.0,153791.0,15919.0,8418.0,302.0,1978.0,493.0,633.0,4095.0,0.0938011902657,0.03,0.085
235,243,San Diego,Oceanside,43,6.3,4.6,29.4,21.1,43,6.3,4.2,29.4,19.3,43,6.3,4.0,29.4,19.5,43,6.3,4.1,29.4,21.0,44,6.3,4.0,29.4,19.1,44,6.3,3.7,29.4,17.6,45,6.3,3.9,29.4,18.2,167086.0,82424.0,84662.0,35.2,33.6,36.9,2.8047874675,3.32,11638.0,39817.0,119716.0,38983.0,29400.0,21501.0,0.506697149971,0.238302431083,167086.0,157389.0,109020.0,7873.0,1385.0,11081.0,407.0,1010.0,5705.0,1243.0,609.0,1178.0,929.0,2144.0,261.0,325.0,1330.0,228.0,25886.0,166150.0,59238.0,30201.0,47724.0,33038.0,15581.0,5599.0,13406.0,3976.0,40259.0,18007.0,30201.0,13006.0,3111.0,1499.0,6947.0,3502.0,18979.0,14117.0,6161.0,0.277725329039,64435.0,59238.0,5197.0,1617.0,77.0,780.0,177.0,1963.0,583.0,0.08065492356639999,0.022000000000000002,0.062
236,244,Ventura,Ojai,42,8.3,7.5,16.6,14.7,42,8.3,7.5,16.6,14.6,43,8.3,6.6,16.6,13.9,43,8.3,6.8,16.6,15.0,43,8.3,6.5,16.6,14.2,44,8.3,6.3,16.6,13.3,44,8.3,6.0,16.6,12.0,7461.0,3425.0,4036.0,47.1,44.5,49.1,2.34040501446,2.95,342.0,1520.0,5701.0,2678.0,2006.0,1433.0,0.540946253853,0.203726042086,7461.0,7243.0,6555.0,42.0,47.0,158.0,14.0,27.0,37.0,32.0,24.0,8.0,16.0,1.0,0.0,0.0,1.0,0.0,440.0,7281.0,3111.0,1396.0,1949.0,1389.0,338.0,113.0,487.0,176.0,1890.0,815.0,1396.0,549.0,128.0,66.0,366.0,200.0,1221.0,992.0,496.0,0.326380368098,3382.0,3111.0,271.0,80.0,7.0,30.0,1.0,94.0,59.0,0.0801301005322,0.017,0.054000000000000006
237,245,San Bernardino,Ontario,44,9.9,8.8,16.4,13.2,45,9.9,7.6,16.4,11.7,45,9.9,6.7,16.4,11.5,45,9.9,7.0,16.4,12.4,45,9.9,6.8,16.4,11.6,45,9.9,6.3,16.4,10.9,45,9.9,6.7,16.4,12.2,163924.0,81563.0,82361.0,29.9,29.0,30.8,3.63147937949,3.98,13735.0,49443.0,105889.0,24897.0,17033.0,11054.0,0.502434054806,0.301621483126,163924.0,156270.0,83683.0,10561.0,1686.0,8453.0,640.0,1258.0,2909.0,263.0,488.0,1612.0,1283.0,514.0,69.0,45.0,128.0,272.0,51373.0,163166.0,44931.0,23789.0,58176.0,38264.0,24046.0,9702.0,12224.0,3854.0,35595.0,19217.0,23789.0,13205.0,3890.0,1892.0,7916.0,4120.0,9336.0,6741.0,2101.0,0.312847999167,47449.0,44931.0,2518.0,1251.0,65.0,519.0,88.0,59.0,536.0,0.053067504057,0.02,0.057999999999999996
238,246,Orange,Orange,41,10.1,7.7,14.4,10.7,42,10.1,7.0,14.4,10.2,41,10.1,6.4,14.4,10.1,42,10.1,6.0,14.4,10.2,42,10.1,5.6,14.4,8.7,42,10.1,5.4,14.4,8.5,42,10.1,5.3,14.4,8.2,136416.0,68723.0,67693.0,34.8,33.3,36.3,3.0014296585,3.42,8681.0,32096.0,96631.0,28663.0,20913.0,14628.0,0.496224783017,0.23528031902399998,136416.0,131011.0,91522.0,2227.0,993.0,15350.0,1460.0,2225.0,2892.0,1106.0,1830.0,4310.0,1527.0,352.0,98.0,59.0,99.0,96.0,20567.0,130163.0,43367.0,23572.0,39684.0,26754.0,12469.0,3860.0,11071.0,2815.0,31256.0,14456.0,23572.0,10982.0,2424.0,1063.0,5260.0,2411.0,12111.0,8480.0,3115.0,0.240315439956,45111.0,43367.0,1744.0,923.0,52.0,300.0,87.0,99.0,283.0,0.038660193744300006,0.011000000000000001,0.051
239,247,Fresno,Orange Cove,29,11.4,2.8,117.3,32.3,29,11.4,2.7,117.3,29.0,32,11.4,2.8,117.3,30.3,32,11.4,3.4,117.3,48.2,32,11.4,3.8,117.3,45.6,33,11.4,3.1,117.3,40.9,34,11.4,2.7,117.3,36.2,9078.0,4560.0,4518.0,23.6,23.5,23.7,4.38974854932,4.53,1132.0,3619.0,4938.0,1105.0,766.0,513.0,0.49768671513499996,0.39865609165,9078.0,8728.0,3940.0,72.0,131.0,101.0,0.0,23.0,49.0,3.0,0.0,0.0,26.0,3.0,2.0,0.0,0.0,1.0,4481.0,9078.0,2068.0,1202.0,3944.0,2935.0,1406.0,639.0,458.0,217.0,1854.0,1253.0,1202.0,819.0,222.0,136.0,430.0,298.0,214.0,174.0,88.0,0.346368715084,2231.0,2068.0,163.0,124.0,4.0,7.0,17.0,1.0,10.0,0.07306140744060001,0.008,0.095
240,248,Contra Costa,Orinda,47,4.1,4.1,21.8,20.1,47,4.1,3.9,21.8,19.1,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,17643.0,8569.0,9074.0,47.8,47.5,48.0,2.68579276667,3.03,806.0,4512.0,12782.0,6475.0,4983.0,3550.0,0.514311625007,0.255738819929,17643.0,16866.0,14533.0,149.0,22.0,2016.0,184.0,1124.0,120.0,170.0,159.0,58.0,201.0,24.0,1.0,2.0,1.0,20.0,122.0,17600.0,6553.0,4673.0,5512.0,4415.0,371.0,70.0,491.0,196.0,5202.0,2302.0,4673.0,2045.0,159.0,81.0,370.0,176.0,1351.0,1127.0,695.0,0.111642050391,6804.0,6553.0,251.0,30.0,5.0,69.0,16.0,54.0,77.0,0.0368900646678,0.012,0.042
241,249,Butte,Oroville,39,6.0,5.9,8.6,8.3,39,6.0,6.6,8.6,9.2,40,6.0,6.2,8.6,8.7,40,6.0,9.0,8.6,15.0,40,6.0,10.4,8.6,14.7,40,6.0,13.5,8.6,18.9,40,6.0,5.3,8.6,8.1,15546.0,7519.0,8027.0,31.5,29.9,33.5,2.5968827488499997,3.22,1307.0,4267.0,10419.0,3554.0,2683.0,1953.0,0.516338608002,0.274475749389,15546.0,14560.0,11686.0,453.0,573.0,1238.0,84.0,30.0,90.0,9.0,5.0,22.0,998.0,56.0,23.0,5.0,6.0,22.0,554.0,14662.0,5646.0,1893.0,4818.0,3706.0,1038.0,422.0,1267.0,648.0,3497.0,1904.0,1893.0,873.0,430.0,265.0,1174.0,766.0,2149.0,1699.0,718.0,0.541491596639,6194.0,5646.0,548.0,298.0,10.0,91.0,9.0,27.0,113.0,0.08847271553120001,0.036000000000000004,0.084
242,250,Ventura,Oxnard,43,11.6,7.4,40.8,24.8,43,11.6,7.2,40.8,24.2,43,11.6,6.4,40.8,22.8,43,11.6,6.4,40.8,24.7,43,11.6,6.6,40.8,23.8,44,11.6,6.3,40.8,22.5,44,11.6,6.5,40.8,23.4,197899.0,100389.0,97510.0,29.9,29.3,30.5,3.9453179910400005,4.2,17649.0,59018.0,128533.0,33338.0,23882.0,16418.0,0.49272608755,0.298222830838,197899.0,188805.0,95346.0,5771.0,2953.0,14550.0,586.0,656.0,10166.0,801.0,465.0,1203.0,673.0,658.0,87.0,172.0,327.0,72.0,69527.0,196465.0,49797.0,28319.0,66842.0,43999.0,32682.0,12187.0,18825.0,3711.0,39996.0,21301.0,28319.0,15451.0,4043.0,1929.0,7634.0,3921.0,9801.0,7090.0,2665.0,0.274634993662,52772.0,49797.0,2975.0,847.0,55.0,524.0,93.0,1073.0,383.0,0.056374592587,0.018000000000000002,0.037000000000000005
243,251,Monterey,Pacific Grove,47,6.1,4.5,16.4,11.4,47,6.1,4.3,16.4,10.7,47,6.1,3.7,16.4,9.8,48,6.1,4.2,16.4,11.5,48,6.1,3.6,16.4,9.6,48,6.1,3.3,16.4,10.8,48,6.1,3.3,16.4,12.1,15041.0,6921.0,8120.0,48.1,45.2,50.1,2.0920227920200003,2.74,614.0,2479.0,12162.0,5910.0,4534.0,3244.0,0.539857722226,0.16481616913799998,15041.0,14377.0,12710.0,199.0,78.0,872.0,43.0,148.0,141.0,160.0,258.0,18.0,104.0,49.0,3.0,10.0,4.0,32.0,469.0,14686.0,7020.0,2934.0,3181.0,2316.0,531.0,139.0,1020.0,407.0,3820.0,1426.0,2934.0,963.0,233.0,121.0,653.0,342.0,3200.0,2609.0,1012.0,0.324684431978,8169.0,7020.0,1149.0,175.0,28.0,129.0,31.0,677.0,109.0,0.140653690782,0.038,0.044000000000000004
244,252,San Mateo,Pacifica,42,3.5,3.1,33.2,29.1,43,3.5,2.8,33.2,26.2,43,3.5,2.7,33.2,25.9,43,3.5,2.9,33.2,28.9,43,3.5,2.6,33.2,23.0,43,3.5,2.5,33.2,22.1,43,3.5,2.8,33.2,24.8,37234.0,18196.0,19038.0,41.5,40.3,42.8,2.65282451493,3.12,2020.0,7707.0,28339.0,10193.0,7097.0,4519.0,0.511306870065,0.206988236558,37234.0,34596.0,24166.0,976.0,206.0,7230.0,212.0,1853.0,3931.0,317.0,191.0,169.0,557.0,315.0,36.0,26.0,116.0,137.0,1703.0,37052.0,13967.0,7385.0,10503.0,6791.0,2648.0,772.0,2549.0,1106.0,9686.0,4027.0,7385.0,3073.0,709.0,306.0,1592.0,648.0,4281.0,3126.0,1098.0,0.236900918798,14523.0,13967.0,556.0,222.0,7.0,88.0,28.0,78.0,133.0,0.038284101081,0.009000000000000001,0.048
245,253,Riverside,Palm Desert,42,13.3,8.9,22.3,13.4,43,13.3,8.1,22.3,12.7,44,13.3,6.6,22.3,12.0,44,13.3,6.7,22.3,13.3,44,13.3,6.5,22.3,12.5,44,13.3,6.2,22.3,12.1,44,13.3,6.9,22.3,13.2,48445.0,22777.0,25668.0,53,51.0,54.6,2.08232037029,2.65,2021.0,7534.0,39555.0,22975.0,19740.0,15923.0,0.529837960574,0.155516565177,48445.0,47210.0,39957.0,875.0,249.0,1647.0,139.0,297.0,459.0,177.0,211.0,206.0,158.0,55.0,21.0,4.0,8.0,22.0,4427.0,48137.0,23117.0,10253.0,9334.0,6802.0,2225.0,591.0,3208.0,1600.0,13241.0,3897.0,10253.0,2315.0,811.0,398.0,2177.0,1184.0,9876.0,7948.0,4370.0,0.405953297408,37073.0,23117.0,13956.0,1616.0,67.0,798.0,99.0,10418.0,958.0,0.37644647047700003,0.05,0.168
246,254,Riverside,Palm Springs,35,13.9,9.7,30.6,18.7,35,13.9,7.7,30.6,14.7,35,13.9,6.5,30.6,13.6,35,13.9,7.0,30.6,15.2,35,13.9,7.3,30.6,14.9,35,13.9,7.4,30.6,15.2,35,13.9,7.7,30.6,15.6,44552.0,25125.0,19427.0,51.6,51.4,51.9,1.9349775784799998,2.82,1725.0,6125.0,37363.0,19586.0,15700.0,11811.0,0.43605225354599997,0.137479798887,44552.0,43160.0,33720.0,1982.0,467.0,1971.0,126.0,156.0,1258.0,113.0,64.0,55.0,199.0,71.0,24.0,13.0,10.0,24.0,4949.0,44013.0,22746.0,5812.0,7412.0,5174.0,2516.0,789.0,5527.0,3338.0,8665.0,2891.0,5812.0,1541.0,868.0,365.0,1985.0,985.0,14081.0,10006.0,4295.0,0.466966447596,34794.0,22746.0,12048.0,1744.0,104.0,974.0,168.0,8151.0,907.0,0.346266597689,0.067,0.155
247,255,Los Angeles,Palmdale,36,6.6,4.8,34.8,24.4,36,6.6,4.3,34.8,22.1,37,6.6,3.9,34.8,22.0,39,6.6,3.5,34.8,21.5,39,6.6,3.3,34.8,19.0,39,6.6,3.5,34.8,19.6,39,6.6,3.3,34.8,18.4,152750.0,74553.0,78197.0,29.7,28.2,31.1,3.55166232073,3.87,12606.0,50514.0,93785.0,23232.0,15400.0,10107.0,0.511927986907,0.330697217676,152750.0,144550.0,74901.0,22677.0,1316.0,6548.0,621.0,451.0,3394.0,265.0,609.0,414.0,794.0,335.0,85.0,97.0,38.0,115.0,38773.0,152551.0,42952.0,24199.0,59380.0,41996.0,17755.0,7288.0,8265.0,3314.0,35338.0,20431.0,24199.0,13790.0,3318.0,1857.0,7821.0,4784.0,7614.0,5828.0,1880.0,0.325045274338,46544.0,42952.0,3592.0,1432.0,75.0,980.0,171.0,128.0,806.0,0.07717428669649999,0.032,0.094
248,256,Santa Clara,Palo Alto,47,8.2,6.0,7.1,4.9,47,8.2,5.9,7.1,5.1,47,8.2,4.2,7.1,3.4,47,8.2,3.3,7.1,2.6,47,8.2,3.7,7.1,2.6,47,8.2,3.8,7.1,2.6,47,8.2,3.9,7.1,2.9,64403.0,31490.0,32913.0,41.9,40.5,43.1,2.40893821009,3.04,3506.0,15079.0,48224.0,18630.0,14536.0,11006.0,0.511047622005,0.23413505582,64403.0,61706.0,41359.0,1197.0,121.0,17461.0,2776.0,9680.0,581.0,1319.0,1791.0,401.0,913.0,142.0,16.0,12.0,20.0,94.0,1426.0,63820.0,26493.0,13975.0,17716.0,14603.0,1995.0,368.0,3641.0,1167.0,16477.0,8359.0,13975.0,7051.0,659.0,327.0,1843.0,981.0,10016.0,7982.0,3285.0,0.156478047613,28216.0,26493.0,1723.0,697.0,90.0,233.0,79.0,265.0,359.0,0.0610646441735,0.015,0.055999999999999994
249,257,Los Angeles,Paramount,37,6.0,5.2,21.7,17.6,37,6.0,4.6,21.7,15.5,37,6.0,3.9,21.7,14.0,37,6.0,4.3,21.7,16.1,37,6.0,4.3,21.7,14.3,37,6.0,4.6,21.7,14.6,37,6.0,4.1,21.7,12.9,54098.0,26315.0,27783.0,28.6,27.7,29.4,3.8749369642000002,4.22,4685.0,17630.0,33527.0,7515.0,5222.0,3416.0,0.513567969241,0.325890051388,54098.0,51833.0,22988.0,6334.0,440.0,1629.0,113.0,71.0,731.0,63.0,100.0,54.0,497.0,419.0,14.0,38.0,318.0,49.0,20023.0,53788.0,13881.0,6919.0,20967.0,13888.0,8638.0,3341.0,3383.0,1258.0,11351.0,6783.0,6919.0,4368.0,1328.0,679.0,3104.0,1736.0,2530.0,1904.0,558.0,0.356037151703,14571.0,13881.0,690.0,395.0,19.0,113.0,21.0,19.0,123.0,0.047354333951000006,0.018000000000000002,0.048
250,258,Fresno,Parlier,37,5.5,3.8,71.6,43.8,36,5.5,3.0,71.6,35.9,36,5.5,2.6,71.6,34.1,36,5.5,2.5,71.6,39.9,37,5.5,2.9,71.6,42.7,37,5.5,1.8,71.6,27.3,36,5.5,2.5,71.6,16.4,14494.0,7420.0,7074.0,25.1,25.3,24.9,4.39551107067,4.46,1697.0,5378.0,8294.0,1684.0,1187.0,797.0,0.48806402649400005,0.371050089692,14494.0,13989.0,7251.0,85.0,180.0,77.0,10.0,1.0,32.0,28.0,0.0,0.0,6.0,9.0,0.0,1.0,0.0,8.0,6387.0,14492.0,3297.0,1950.0,6115.0,4347.0,2142.0,912.0,988.0,319.0,2951.0,1918.0,1950.0,1321.0,339.0,176.0,662.0,421.0,346.0,239.0,107.0,0.31126173097,3494.0,3297.0,197.0,69.0,13.0,20.0,8.0,6.0,81.0,0.05638236977680001,0.013000000000000001,0.037000000000000005
251,259,Los Angeles,Pasadena,37,10.9,8.2,15.3,11.2,37,10.9,6.9,15.3,9.7,37,10.9,5.7,15.3,8.8,37,10.9,5.8,15.3,9.1,37,10.9,5.8,15.3,8.6,37,10.9,5.6,15.3,8.4,37,10.9,5.9,15.3,8.2,137122.0,66854.0,70268.0,37.2,35.7,38.6,2.4177492310499997,3.18,8274.0,26507.0,105624.0,33826.0,25729.0,18562.0,0.5124487682500001,0.19330960750300002,137122.0,130431.0,76550.0,14650.0,827.0,19595.0,1742.0,6991.0,3692.0,2013.0,2709.0,632.0,1816.0,134.0,50.0,21.0,13.0,50.0,18675.0,133629.0,55270.0,22285.0,33311.0,22314.0,11567.0,3500.0,11196.0,3720.0,30876.0,12726.0,22285.0,9236.0,2460.0,910.0,6131.0,2580.0,24394.0,18838.0,5748.0,0.274241709885,59551.0,55270.0,4281.0,2158.0,110.0,580.0,133.0,472.0,828.0,0.07188796157920001,0.023,0.066
