,Unnamed: 0,County,Jurisdiction,Num_RecyclingProg_2007,Target_ResPPD_2007,Annual_ResPPD_2007,Target_EmpPPD_2007,Annual_EmpPPD_2007,Num_RecyclingProg_2008,Target_ResPPD_2008,Annual_ResPPD_2008,Target_EmpPPD_2008,Annual_EmpPPD_2008,Num_RecyclingProg_2009,Target_ResPPD_2009,Annual_ResPPD_2009,Target_EmpPPD_2009,Annual_EmpPPD_2009,Num_RecyclingProg_2010,Target_ResPPD_2010,Annual_ResPPD_2010,Target_EmpPPD_2010,Annual_EmpPPD_2010,Num_RecyclingProg_2011,Target_ResPPD_2011,Annual_ResPPD_2011,Target_EmpPPD_2011,Annual_EmpPPD_2011,Num_RecyclingProg_2012,Target_ResPPD_2012,Annual_ResPPD_2012,Target_EmpPPD_2012,Annual_EmpPPD_2012,Num_RecyclingProg_2013,Target_ResPPD_2013,Annual_ResPPD_2013,Target_EmpPPD_2013,Annual_EmpPPD_2013,Population,Male,Female,MedianAgeYears,MaleMedianAgeYears,FemaleMedianAgeYears,AverageHouseholdSize,AverageFamilySize,PersonsUnder5Years,PersonsUnder18Years,PersonsAge21Plus,PersonsAge55Plus,PersonsAge60Plus,PersonsAge65Plus,PercentPopulationFemale,PercentPopulationLessThan18,PopulationR,TotalPopulationOfOneRace,White,BlackOrAfricanAmerican,AmericanIndianAndAlaskaNative,TotalAsian,AsianIndian,Chinese,Filipino,Japanese,Korean,Vietnamese,OtherAsian,TotalNHOPI,NativeHawaiian,GuamanianOrChamorro,Samoan,OtherPacificIslander,SomeOtherRace,TotalPopulationInHouseholds,Householder,Spouse,Children,ChildrenOwnChildUnder18y,OtherRelatives,OtherRelativesUnder18y,NonRelatives,NonRelativesUnmarriedPartner,TotalHH,HH_wchildren,HH_couple,Couple_wchildren,HH_malehead,HH_malehead_wchildren,HH_femalehead,HH_femalehead_wchildren,Nonfamily_HH,HH_livingalone,HH_seniorover65,Percent_single_parent,Total_housing_units,Occupied_units,Vacant_units,For_rent_units,Rented_not_occupied_units,For_sale_units,Sold_not_occupied_units,Seasonal_units,All_other_vacans,VancancyRate,HomeownerVacancyRate,RentalVacancyRate
198,204,Marin,Marin City,44,7.6,4.9,17.2,11.7,44,7.6,4.5,17.3,10.7,44,7.6,3.8,17.3,9.5,44,7.6,3.9,17.3,10.7,44,7.6,3.8,17.3,9.4,44,7.6,3.8,17.3,9.2,44,7.6,4.0,17.3,9.6,2666.0,1210.0,1456.0,35.6,33.5,37.3,2.22723475355,2.91,212.0,633.0,1924.0,602.0,411.0,249.0,0.546136534134,0.23743435859,2666.0,2497.0,1037.0,1017.0,15.0,287.0,76.0,31.0,44.0,15.0,8.0,79.0,34.0,21.0,7.0,4.0,5.0,5.0,120.0,2666.0,1197.0,298.0,754.0,557.0,198.0,63.0,219.0,103.0,655.0,340.0,298.0,121.0,57.0,25.0,300.0,194.0,542.0,427.0,94.0,0.644117647059,1309.0,1197.0,112.0,79.0,5.0,8.0,0.0,7.0,13.0,0.08556149732619998,0.021,0.086
199,205,Monterey,Marina,46,6.9,5.8,40.5,29.6,47,6.9,4.6,40.5,22.0,47,6.9,4.5,40.5,22.3,48,6.9,4.0,40.5,20.8,48,6.9,3.8,40.5,17.8,48,6.9,3.5,40.5,17.6,48,6.9,3.4,40.5,17.0,19718.0,9490.0,10228.0,34,32.5,35.6,2.75047479912,3.26,1332.0,4773.0,13768.0,4437.0,3226.0,2244.0,0.518713865504,0.24206308956300002,19718.0,17744.0,8904.0,1487.0,140.0,3931.0,106.0,235.0,1371.0,271.0,793.0,707.0,448.0,544.0,51.0,136.0,164.0,193.0,2738.0,18827.0,6845.0,3126.0,5740.0,4051.0,1712.0,580.0,1404.0,575.0,4671.0,2200.0,3126.0,1375.0,417.0,206.0,1128.0,619.0,2174.0,1587.0,553.0,0.375,7200.0,6845.0,355.0,147.0,6.0,72.0,15.0,43.0,72.0,0.049305555555600004,0.024,0.036000000000000004
200,206,Mariposa,Mariposa,38,3.3,4.2,11.9,14.3,40,3.3,3.8,11.9,12.9,43,3.3,3.4,11.9,11.9,43,3.3,3.6,11.9,14.2,42,3.3,3.9,11.9,13.9,42,3.3,3.5,11.9,11.9,43,3.3,3.7,11.9,12.8,2173.0,1003.0,1170.0,49.3,47.9,51.0,2.0710760118500002,2.77,139.0,434.0,1685.0,909.0,764.0,589.0,0.538426138978,0.199723884031,2173.0,2099.0,1895.0,10.0,105.0,30.0,6.0,3.0,6.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,59.0,2098.0,1013.0,365.0,497.0,392.0,101.0,34.0,122.0,62.0,545.0,211.0,365.0,103.0,40.0,25.0,140.0,83.0,468.0,413.0,235.0,0.511848341232,1143.0,1013.0,130.0,30.0,3.0,19.0,3.0,51.0,24.0,0.11373578302699999,0.034,0.057999999999999996
201,207,Contra Costa,Martinez,41,6.1,5.8,11.2,10.2,41,6.1,4.8,11.2,8.4,41,6.1,5.6,11.2,10.0,41,6.1,4.5,11.2,10.0,42,6.1,4.2,11.2,8.0,43,6.1,4.2,11.2,8.1,43,6.1,4.9,11.2,9.7,35824.0,17633.0,18191.0,42.2,40.9,43.5,2.4167424931799997,2.95,1792.0,7329.0,27150.0,9871.0,6758.0,4339.0,0.507788075033,0.20458351942800002,35824.0,33583.0,27603.0,1303.0,255.0,2876.0,329.0,598.0,1118.0,239.0,213.0,80.0,299.0,121.0,33.0,32.0,16.0,40.0,1425.0,34528.0,14287.0,6782.0,9378.0,6473.0,1731.0,561.0,2350.0,1065.0,9173.0,3903.0,6782.0,2737.0,640.0,331.0,1751.0,835.0,5114.0,3920.0,1078.0,0.29874455547,14976.0,14287.0,689.0,242.0,13.0,138.0,23.0,45.0,228.0,0.0460069444444,0.013999999999999999,0.049
202,208,Los Angeles,Maywood,29,3.4,3.4,34.5,36.3,29,3.4,3.2,34.5,35.8,29,3.4,3.4,34.5,40.1,29,3.4,3.6,34.5,35.3,29,3.4,3.6,34.5,32.4,29,3.4,3.2,34.5,26.7,29,3.4,3.0,34.5,21.1,27395.0,14000.0,13395.0,27.9,27.4,28.4,4.15856075621,4.3,2587.0,8925.0,16913.0,3568.0,2510.0,1642.0,0.48895783902199996,0.325789377624,27395.0,26220.0,14244.0,166.0,208.0,87.0,2.0,4.0,41.0,2.0,9.0,1.0,28.0,20.0,5.0,1.0,11.0,3.0,11495.0,27276.0,6559.0,3721.0,10786.0,7268.0,4287.0,1472.0,1923.0,627.0,5692.0,3579.0,3721.0,2438.0,717.0,363.0,1254.0,778.0,867.0,599.0,231.0,0.318804135233,6766.0,6559.0,207.0,122.0,13.0,24.0,4.0,3.0,41.0,0.030594147206599996,0.012,0.026000000000000002
203,209,Kern,McFarland,45,2.9,3.0,8.7,7.2,45,2.9,2.8,8.7,6.3,45,2.9,2.4,8.7,5.0,45,2.9,2.8,8.7,7.5,45,2.9,2.8,8.7,6.1,45,2.9,3.2,8.7,6.6,45,2.9,2.4,8.7,3.6,12707.0,7142.0,5565.0,25.7,26.3,24.6,4.419392073869999,4.51,1350.0,4468.0,7537.0,1270.0,875.0,584.0,0.437947587944,0.351617218856,12707.0,12260.0,5433.0,236.0,171.0,84.0,9.0,24.0,34.0,7.0,0.0,1.0,9.0,6.0,1.0,0.0,4.0,1.0,6330.0,11486.0,2599.0,1663.0,4965.0,3662.0,1673.0,715.0,586.0,203.0,2365.0,1560.0,1663.0,1147.0,246.0,144.0,456.0,269.0,234.0,170.0,71.0,0.264743589744,2683.0,2599.0,84.0,30.0,5.0,14.0,0.0,5.0,30.0,0.0313082370481,0.009000000000000001,0.026000000000000002
204,210,Mendocino,Mendocino,31,3.2,3.6,12.1,13.8,30,3.2,3.1,12.1,11.8,30,3.2,2.7,12.1,10.8,30,3.2,2.6,12.1,12.0,34,3.2,3.0,12.1,12.7,36,3.2,2.9,12.1,12.5,35,3.2,2.9,12.1,13.4,894.0,423.0,471.0,56.1,53.1,58.2,1.8568232662200002,2.41,21.0,93.0,766.0,467.0,373.0,244.0,0.526845637584,0.10402684563799999,894.0,867.0,834.0,5.0,8.0,13.0,1.0,7.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,830.0,447.0,177.0,111.0,85.0,13.0,3.0,82.0,35.0,214.0,58.0,177.0,33.0,15.0,10.0,22.0,15.0,233.0,178.0,83.0,0.43103448275899997,617.0,447.0,170.0,18.0,2.0,11.0,1.0,125.0,13.0,0.275526742301,0.039,0.092
205,211,Fresno,Mendota,38,2.4,4.5,22.4,53.8,39,2.4,3.7,22.4,47.0,39,2.4,3.3,22.4,49.4,39,2.4,3.4,22.4,47.1,39,2.4,3.1,22.4,32.0,40,2.4,3.2,22.4,31.8,40,2.4,3.0,22.4,22.0,11014.0,6089.0,4925.0,26.2,26.8,25.4,4.543729372940001,4.49,1229.0,3731.0,6674.0,1207.0,803.0,519.0,0.447158162339,0.338750680952,11014.0,10635.0,5823.0,107.0,153.0,82.0,31.0,17.0,2.0,2.0,1.0,3.0,26.0,5.0,4.0,0.0,0.0,1.0,4465.0,11014.0,2424.0,1309.0,4199.0,3027.0,1767.0,617.0,1315.0,314.0,2085.0,1353.0,1309.0,888.0,319.0,165.0,457.0,300.0,339.0,197.0,78.0,0.343680709534,2556.0,2424.0,132.0,58.0,1.0,21.0,3.0,4.0,45.0,0.0516431924883,0.019,0.040999999999999995
206,212,San Mateo,Menlo Park,41,7.5,6.3,9.2,7.1,41,7.5,5.7,9.2,6.4,41,7.5,5.0,9.2,5.9,41,7.5,4.7,9.2,6.4,41,7.5,5.5,9.2,6.9,41,7.5,4.5,9.2,5.3,41,7.5,4.4,9.2,4.8,32026.0,15488.0,16538.0,38.7,38.0,39.4,2.52539078319,3.2,2458.0,7805.0,23572.0,8128.0,6312.0,4578.0,0.5163929307440001,0.24370823705699998,32026.0,30588.0,22494.0,1551.0,156.0,3157.0,612.0,1285.0,300.0,381.0,273.0,81.0,225.0,454.0,8.0,7.0,61.0,378.0,2776.0,31181.0,12347.0,6163.0,8785.0,7101.0,1723.0,528.0,2163.0,744.0,7573.0,3890.0,6163.0,3139.0,371.0,190.0,1039.0,561.0,4774.0,3672.0,1371.0,0.193059125964,13085.0,12347.0,738.0,301.0,33.0,76.0,34.0,133.0,161.0,0.0564004585403,0.011000000000000001,0.052000000000000005
207,213,Merced,Merced,40,10.7,5.4,38.8,19.7,40,10.7,4.9,38.8,18.0,40,10.7,4.6,38.8,17.6,40,10.7,4.4,38.8,19.2,39,10.7,4.4,38.8,16.9,43,10.7,4.2,38.8,15.9,42,10.7,4.3,38.8,15.8,78958.0,38729.0,40229.0,28.1,27.0,29.3,3.12775613478,3.65,7409.0,25091.0,49057.0,13680.0,9975.0,6922.0,0.5094987208389999,0.317776539426,78958.0,74608.0,41177.0,4958.0,1153.0,9342.0,597.0,580.0,1046.0,223.0,137.0,188.0,6571.0,174.0,43.0,38.0,33.0,60.0,17804.0,77878.0,24899.0,10958.0,28674.0,21561.0,7618.0,2983.0,5729.0,2323.0,17820.0,10213.0,10958.0,5875.0,1941.0,1096.0,4921.0,3242.0,7079.0,5356.0,1823.0,0.42475276608199997,27446.0,24899.0,2547.0,1327.0,50.0,385.0,82.0,122.0,581.0,0.09280040807399999,0.035,0.085
208,214,San Mateo,Millbrae,39,5.3,3.6,22.8,14.5,39,5.3,4.0,22.8,16.2,41,5.3,3.6,22.8,15.9,42,5.3,3.5,22.8,16.8,42,5.3,3.5,22.8,16.3,43,5.3,3.5,22.8,16.9,43,5.3,3.2,22.8,15.2,21532.0,10201.0,11331.0,44.8,43.2,46.1,2.65411558669,3.15,1075.0,4337.0,16504.0,6982.0,5522.0,4236.0,0.526240014862,0.201421140628,21532.0,20584.0,10177.0,179.0,33.0,9205.0,303.0,6219.0,1225.0,317.0,602.0,91.0,448.0,214.0,24.0,11.0,16.0,163.0,776.0,21217.0,7994.0,4543.0,6163.0,3949.0,1624.0,335.0,893.0,308.0,5726.0,2388.0,4543.0,1926.0,315.0,113.0,868.0,349.0,2268.0,1883.0,1059.0,0.19346733668299998,8372.0,7994.0,378.0,149.0,8.0,38.0,46.0,43.0,94.0,0.04515050167219999,0.006999999999999999,0.048
209,215,Santa Clara,Milpitas,37,6.3,5.0,9.7,7.7,37,6.3,4.5,9.7,7.3,37,6.3,3.9,9.7,6.9,37,6.3,4.4,9.7,7.8,37,6.3,4.2,9.7,7.2,37,6.3,4.5,9.7,7.2,38,6.3,5.0,9.7,8.2,66790.0,34136.0,32654.0,36.1,35.3,36.9,3.3409090909099994,3.61,4606.0,15303.0,48963.0,13606.0,9568.0,6339.0,0.488905524779,0.22912112591699998,66790.0,63696.0,13725.0,1969.0,309.0,41536.0,6351.0,9990.0,11546.0,404.0,711.0,10356.0,2178.0,346.0,30.0,107.0,78.0,131.0,5811.0,64092.0,19184.0,12231.0,19671.0,12995.0,8818.0,1996.0,4188.0,860.0,15615.0,7629.0,12231.0,6341.0,1105.0,349.0,2279.0,939.0,3569.0,2470.0,742.0,0.168829466509,19806.0,19184.0,622.0,206.0,23.0,152.0,84.0,50.0,107.0,0.0314046248612,0.012,0.031
210,216,Orange,Mission Viejo,51,5.7,4.8,16.0,13.1,51,5.7,4.1,16.0,11.2,51,5.7,3.6,16.0,10.6,51,5.7,3.8,16.0,12.2,51,5.7,3.7,16.0,10.8,51,5.7,3.6,16.0,10.4,51,5.7,3.9,16.0,11.2,93305.0,45566.0,47739.0,42.2,40.5,43.6,2.7813478679799997,3.18,4613.0,21270.0,68282.0,25887.0,19347.0,13532.0,0.511644606398,0.227962059911,93305.0,89029.0,74493.0,1210.0,379.0,8462.0,852.0,1583.0,2240.0,959.0,743.0,1146.0,939.0,153.0,47.0,38.0,26.0,42.0,4332.0,92363.0,33208.0,20792.0,28622.0,19461.0,5186.0,1486.0,4555.0,1436.0,25065.0,10864.0,20792.0,8971.0,1306.0,586.0,2967.0,1307.0,8143.0,6314.0,2949.0,0.174245213549,34228.0,33208.0,1020.0,381.0,17.0,232.0,69.0,123.0,198.0,0.0298001636087,0.009000000000000001,0.049
211,217,Stanislaus,Modesto,43,5.0,4.7,13.8,12.9,43,5.0,3.5,13.8,10.0,43,5.0,3.5,13.8,11.3,44,5.0,3.6,13.8,12.2,44,5.0,3.6,13.8,11.3,43,5.0,4.0,13.8,12.2,44,5.0,4.5,13.8,13.3,201165.0,97989.0,103176.0,34.2,32.6,35.8,2.86816096777,3.38,14786.0,54012.0,137803.0,45565.0,33598.0,23508.0,0.5128924017600001,0.268496010737,201165.0,188448.0,130833.0,8396.0,2494.0,13557.0,2599.0,1411.0,3021.0,356.0,314.0,1183.0,4673.0,1924.0,173.0,144.0,202.0,1405.0,31244.0,198210.0,69107.0,33230.0,64977.0,45677.0,18129.0,6875.0,12767.0,5776.0,48908.0,23668.0,33230.0,15177.0,4904.0,2583.0,10774.0,5908.0,20199.0,15887.0,6221.0,0.35875443636999993,75044.0,69107.0,5937.0,2998.0,123.0,1124.0,240.0,212.0,1240.0,0.0791135866958,0.027999999999999997,0.091
212,219,Mono,Mono City,35,11.4,9.6,25.6,25.2,35,11.4,7.4,25.6,19.0,35,11.4,6.2,25.6,17.2,35,11.4,5.9,25.6,21.6,35,11.4,7.4,25.6,23.3,35,11.4,7.5,25.6,23.3,35,11.4,6.0,25.6,26.4,172.0,82.0,90.0,41,43.5,40.3,2.73015873016,2.94,15.0,41.0,128.0,39.0,19.0,15.0,0.523255813953,0.238372093023,172.0,161.0,156.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,172.0,63.0,44.0,41.0,38.0,8.0,2.0,16.0,6.0,48.0,19.0,44.0,16.0,3.0,2.0,1.0,1.0,15.0,8.0,2.0,0.157894736842,94.0,63.0,31.0,0.0,0.0,0.0,1.0,28.0,2.0,0.32978723404300003,0.0,0.0
213,220,Los Angeles,Monrovia,35,6.9,5.8,15.7,12.8,35,6.9,5.6,15.7,12.3,35,6.9,4.9,15.7,11.6,35,6.9,4.4,15.7,10.7,35,6.9,4.2,15.7,9.7,36,6.9,4.3,15.7,9.7,36,6.9,4.6,15.7,10.0,36590.0,17489.0,19101.0,37.9,35.9,39.6,2.64743496585,3.24,2374.0,8514.0,26713.0,8655.0,6222.0,4241.0,0.522027876469,0.232686526373,36590.0,34712.0,21932.0,2500.0,279.0,4107.0,245.0,1551.0,1189.0,314.0,158.0,181.0,469.0,76.0,20.0,2.0,38.0,16.0,5818.0,36434.0,13762.0,6295.0,10943.0,7359.0,3230.0,1014.0,2204.0,924.0,9146.0,4181.0,6295.0,2907.0,778.0,324.0,2073.0,950.0,4616.0,3649.0,1276.0,0.304711791437,14473.0,13762.0,711.0,358.0,24.0,88.0,12.0,49.0,180.0,0.0491259586817,0.013000000000000001,0.049
214,221,San Bernardino,Montclair,36,6.5,4.5,14.9,9.9,36,6.5,5.3,14.9,11.7,36,6.5,4.7,14.9,11.5,36,6.5,5.6,14.9,15.9,36,6.5,4.6,14.9,12.7,40,6.5,4.5,14.9,12.3,40,6.5,4.5,14.9,12.6,36664.0,18246.0,18418.0,30.7,29.3,32.3,3.8084637194199997,4.09,2964.0,10756.0,23988.0,6334.0,4512.0,3083.0,0.502345625136,0.29336679031199997,36664.0,35060.0,19337.0,1908.0,434.0,3425.0,92.0,547.0,865.0,58.0,79.0,1149.0,635.0,74.0,5.0,15.0,17.0,37.0,9882.0,36268.0,9523.0,5094.0,12768.0,8123.0,6151.0,2319.0,2732.0,767.0,7776.0,4019.0,5094.0,2822.0,901.0,383.0,1781.0,814.0,1747.0,1240.0,524.0,0.297835282409,9911.0,9523.0,388.0,184.0,8.0,118.0,16.0,6.0,56.0,0.0391484209464,0.02,0.046
215,222,Santa Clara,Monte Sereno,35,3.9,1.4,49.6,16.2,35,3.9,1.4,49.6,16.2,35,3.9,1.2,49.6,15.4,35,3.9,1.1,49.6,22.5,34,3.9,1.5,49.6,23.1,36,3.9,1.5,49.6,21.7,41,3.9,2.1,49.6,23.5,3341.0,1639.0,1702.0,48.3,48.5,48.1,2.7588769611900004,3.05,101.0,816.0,2450.0,1210.0,922.0,647.0,0.5094283148759999,0.24423825202,3341.0,3216.0,2698.0,14.0,12.0,464.0,102.0,194.0,18.0,53.0,16.0,53.0,28.0,0.0,0.0,0.0,0.0,0.0,28.0,3341.0,1211.0,917.0,1036.0,787.0,104.0,25.0,73.0,22.0,1002.0,414.0,917.0,377.0,26.0,14.0,59.0,23.0,209.0,178.0,87.0,0.0893719806763,1287.0,1211.0,76.0,7.0,1.0,14.0,3.0,15.0,36.0,0.059052059052099995,0.013000000000000001,0.054000000000000006
216,223,Los Angeles,Montebello,28,8.9,7.3,28.5,21.8,28,8.9,6.8,28.5,20.5,28,8.9,5.7,28.5,18.4,28,8.9,5.1,28.5,17.0,28,8.9,4.4,28.5,13.5,28,8.9,4.5,28.5,12.7,33,8.9,4.2,28.5,11.5,62500.0,30169.0,32331.0,34.7,32.9,36.5,3.26635808963,3.67,4299.0,16142.0,43465.0,14666.0,11379.0,8520.0,0.517296,0.258272,62500.0,60173.0,33633.0,567.0,634.0,6850.0,481.0,2550.0,932.0,1462.0,586.0,231.0,608.0,58.0,12.0,17.0,22.0,7.0,18431.0,62100.0,19012.0,9088.0,21601.0,12923.0,8733.0,2918.0,3666.0,1436.0,14770.0,6790.0,9088.0,4313.0,1651.0,666.0,4031.0,1811.0,4242.0,3350.0,1640.0,0.36480117820299995,19768.0,19012.0,756.0,441.0,15.0,81.0,19.0,47.0,153.0,0.03824362606230001,0.009000000000000001,0.040999999999999995
217,224,Monterey,Monterey,48,11.0,7.8,12.7,8.6,48,11.0,6.9,12.7,7.3,48,11.0,5.9,12.7,6.3,48,11.0,5.9,12.7,7.3,48,11.0,5.5,12.7,6.5,48,11.0,5.6,12.7,6.4,48,11.0,5.8,12.7,6.2,27810.0,13990.0,13820.0,36.9,34.6,39.9,2.07706828628,2.81,1423.0,4266.0,21936.0,7772.0,5958.0,4297.0,0.496943545487,0.153398058252,27810.0,26391.0,21788.0,777.0,149.0,2204.0,294.0,463.0,407.0,314.0,394.0,62.0,270.0,91.0,18.0,15.0,11.0,47.0,1382.0,25307.0,12184.0,4690.0,5209.0,3927.0,900.0,251.0,2324.0,810.0,5963.0,2295.0,4690.0,1735.0,371.0,157.0,902.0,403.0,6221.0,4778.0,1432.0,0.244008714597,13584.0,12184.0,1400.0,547.0,28.0,90.0,31.0,440.0,264.0,0.103062426384,0.02,0.065
218,225,Los Angeles,Monterey Park,33,5.0,4.7,14.0,12.5,33,5.0,4.4,14.0,11.7,33,5.0,3.6,14.0,9.6,33,5.0,3.5,14.0,9.4,33,5.0,3.4,14.0,8.7,34,5.0,3.4,14.0,8.7,34,5.0,3.6,14.0,9.3,60269.0,28907.0,31362.0,43.1,41.3,44.8,3.0075139007200002,3.37,2736.0,10932.0,47188.0,19282.0,15126.0,11656.0,0.520367021188,0.18138678259100002,60269.0,58525.0,11680.0,252.0,242.0,40301.0,152.0,28883.0,1165.0,3515.0,768.0,2629.0,3189.0,28.0,8.0,7.0,2.0,11.0,6022.0,60039.0,19963.0,10538.0,16593.0,9025.0,8971.0,1702.0,3974.0,736.0,15241.0,5332.0,10538.0,4010.0,1460.0,336.0,3243.0,986.0,4722.0,3641.0,2025.0,0.24793698424600003,20850.0,19963.0,887.0,382.0,26.0,58.0,41.0,106.0,274.0,0.0425419664269,0.005,0.040999999999999995
219,226,Ventura,Moorpark,46,6.0,4.9,17.9,14.0,46,6.0,3.9,17.9,11.3,46,6.0,3.5,17.9,11.5,46,6.0,3.6,17.9,12.8,46,6.0,3.5,17.9,11.8,46,6.0,3.5,17.9,11.6,46,6.0,3.6,17.9,12.0,34421.0,17090.0,17331.0,34.7,33.8,35.6,3.28319343762,3.55,2272.0,9459.0,23324.0,6408.0,4073.0,2455.0,0.5035007698789999,0.274803172482,34421.0,32770.0,25860.0,533.0,248.0,2352.0,523.0,433.0,470.0,208.0,193.0,261.0,264.0,50.0,25.0,6.0,6.0,13.0,3727.0,34421.0,10484.0,6966.0,12166.0,8225.0,2778.0,982.0,2027.0,541.0,8586.0,4446.0,6966.0,3656.0,507.0,248.0,1113.0,542.0,1898.0,1337.0,434.0,0.177687809267,10738.0,10484.0,254.0,68.0,6.0,85.0,16.0,15.0,64.0,0.0236543117899,0.01,0.028999999999999998
220,227,Contra Costa,Moraga,47,3.3,3.2,14.2,13.5,47,3.3,2.9,14.2,12.3,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,16016.0,7549.0,8467.0,45,44.8,45.1,2.56606822262,2.95,559.0,3474.0,11043.0,5407.0,4112.0,3060.0,0.528658841159,0.216908091908,16016.0,15208.0,12201.0,277.0,31.0,2393.0,205.0,1278.0,212.0,222.0,226.0,52.0,198.0,25.0,7.0,2.0,7.0,9.0,281.0,14293.0,5570.0,3685.0,4343.0,3402.0,292.0,55.0,403.0,145.0,4268.0,1899.0,3685.0,1575.0,165.0,83.0,418.0,241.0,1302.0,1073.0,564.0,0.17061611374400001,5754.0,5570.0,184.0,38.0,3.0,34.0,12.0,27.0,70.0,0.0319777546055,0.006999999999999999,0.040999999999999995
221,228,Riverside,Moreno Valley,42,4.4,4.5,31.8,31.5,42,4.4,3.8,31.8,27.9,42,4.4,3.3,31.8,26.0,42,4.4,3.3,31.8,23.7,42,4.4,3.0,31.8,19.6,42,4.4,3.1,31.8,19.2,42,4.4,3.2,31.8,23.2,193365.0,94273.0,99092.0,28.6,27.4,29.8,3.73722670181,3.99,16175.0,62496.0,120063.0,28536.0,19031.0,12134.0,0.512460890027,0.323202234117,193365.0,182304.0,80969.0,34889.0,1721.0,11867.0,794.0,922.0,5437.0,362.0,678.0,1394.0,2280.0,1117.0,138.0,220.0,455.0,304.0,51741.0,192811.0,51592.0,29000.0,73475.0,49655.0,26819.0,11031.0,11925.0,4002.0,43181.0,24115.0,29000.0,16210.0,4191.0,2218.0,9990.0,5687.0,8411.0,6094.0,1611.0,0.3278042712,55559.0,51592.0,3967.0,1486.0,66.0,1196.0,177.0,130.0,912.0,0.0714015731025,0.034,0.075
222,229,Santa Clara,Morgan Hill,34,6.1,4.4,16.3,11.1,34,6.1,4.3,16.3,10.9,34,6.1,4.0,16.3,11.3,34,6.1,5.3,16.3,15.2,34,6.1,5.3,16.3,14.1,34,6.1,4.7,16.3,12.5,34,6.1,5.3,16.3,15.1,37882.0,18738.0,19144.0,36.8,35.6,37.9,3.04202498783,3.39,2794.0,10838.0,25656.0,7877.0,5507.0,3598.0,0.505358745578,0.28609893881,37882.0,35550.0,24713.0,746.0,335.0,3852.0,650.0,751.0,886.0,364.0,191.0,708.0,302.0,125.0,27.0,39.0,19.0,40.0,5779.0,37496.0,12326.0,7581.0,12868.0,9681.0,2751.0,933.0,1970.0,749.0,9696.0,5103.0,7581.0,3925.0,646.0,336.0,1469.0,842.0,2630.0,1998.0,757.0,0.230844601215,12859.0,12326.0,533.0,96.0,13.0,156.0,41.0,80.0,147.0,0.0414495683957,0.017,0.026000000000000002
223,230,Santa Clara,Mountain View,39,7.8,4.4,10.9,5.6,39,7.8,4.6,10.9,5.7,40,7.8,4.0,10.9,5.0,40,7.8,3.8,10.9,4.9,40,7.8,3.7,10.9,4.7,40,7.8,3.9,10.9,4.1,41,7.8,3.7,10.9,3.8,2372.0,1185.0,1187.0,36.5,35.8,37.7,2.4962726304599996,2.99,143.0,480.0,1795.0,498.0,296.0,182.0,0.50042158516,0.202360876897,2372.0,2231.0,1896.0,60.0,30.0,70.0,1.0,11.0,38.0,3.0,3.0,12.0,2.0,20.0,2.0,0.0,7.0,11.0,155.0,2344.0,939.0,369.0,638.0,414.0,141.0,46.0,257.0,100.0,578.0,259.0,369.0,151.0,71.0,41.0,138.0,67.0,361.0,241.0,44.0,0.416988416988,1013.0,939.0,74.0,26.0,0.0,23.0,0.0,0.0,25.0,0.07305034550839999,0.039,0.066
224,231,Santa Clara,Mountain View,39,7.8,4.4,10.9,5.6,39,7.8,4.6,10.9,5.7,40,7.8,4.0,10.9,5.0,40,7.8,3.8,10.9,4.9,40,7.8,3.7,10.9,4.7,40,7.8,3.9,10.9,4.1,41,7.8,3.7,10.9,3.8,74066.0,37695.0,36371.0,35.9,35.1,36.9,2.3093844854,3.01,5254.0,14595.0,57673.0,15199.0,11148.0,7846.0,0.491062025761,0.197053978884,74066.0,70305.0,41468.0,1629.0,344.0,19232.0,4344.0,7995.0,2499.0,1548.0,1031.0,694.0,1121.0,391.0,29.0,44.0,43.0,275.0,7241.0,73801.0,31957.0,13806.0,17146.0,13430.0,4324.0,905.0,6568.0,2208.0,17515.0,8215.0,13806.0,6483.0,1253.0,524.0,2456.0,1208.0,14442.0,10961.0,2471.0,0.210833840536,33881.0,31957.0,1924.0,857.0,95.0,171.0,103.0,310.0,388.0,0.0567869897583,0.013000000000000001,0.044000000000000004
